sample,seconds,register,value
348064,7.892607709750567,0x37,0x28
348670,7.906349206349207,0x30,0x24
348692,7.906848072562358,0x08,0x01
348720,7.907482993197279,0x33,0x2C
348737,7.907868480725623,0x34,0x2C
348754,7.908253968253968,0x35,0x2C
348786,7.908979591836735,0x2F,0x1D
348788,7.909024943310658,0x37,0xFC
349394,7.922766439909297,0x30,0x18
349442,7.923854875283447,0x33,0x00
349459,7.9242403628117914,0x34,0x00
349476,7.924625850340136,0x35,0x00
349509,7.925374149659864,0x37,0xD0
350115,7.939115646258504,0x30,0x0C
350163,7.940204081632653,0x2B,0x2D
350165,7.940249433106576,0x33,0xD4
350182,7.9406349206349205,0x2C,0x26
350184,7.940680272108843,0x34,0xD4
350200,7.941043083900227,0x2D,0x1D
350203,7.941111111111111,0x35,0xD4
350235,7.941836734693878,0x37,0xA4
350304,7.943401360544217,0xE1,0x2F
350306,7.94344671201814,0xE9,0x4F
350307,7.943469387755102,0xF1,0x2F
350309,7.943514739229025,0xF9,0x2F
350838,7.955510204081633,0x30,0x04
350855,7.955895691609977,0x29,0x42
350885,7.956575963718821,0xE1,0x26
350892,7.956734693877551,0xF1,0x46
350899,7.956893424036281,0xE9,0x25
350907,7.9570748299319725,0xF9,0x28
350911,7.957165532879818,0x08,0x79
350938,7.957777777777777,0x33,0xB0
350955,7.958163265306123,0x34,0xB0
350972,7.958548752834467,0x35,0xB0
351005,7.959297052154195,0x37,0x80
351563,7.971950113378685,0x28,0x4D
351565,7.971995464852608,0x30,0xF8
351613,7.973083900226757,0x33,0xDC
351630,7.973469387755102,0x34,0xDC
351647,7.973854875283447,0x35,0xDC
351680,7.974603174603175,0x37,0xAC
352284,7.988299319727891,0x28,0x4E
352286,7.988344671201814,0x30,0x00
352334,7.989433106575964,0x2B,0x2E
352336,7.989478458049887,0x33,0x08
352353,7.989863945578231,0x2C,0x28
352355,7.989909297052154,0x34,0x08
352371,7.990272108843538,0x2D,0x1E
352374,7.990340136054422,0x35,0x08
352406,7.991065759637189,0x37,0xD8
353007,8.00469387755102,0x30,0x0C
353055,8.00578231292517,0x33,0x34
353072,8.006167800453515,0x34,0x34
353089,8.006553287981859,0x35,0x34
353121,8.007278911564626,0x2F,0x1E
353124,8.00734693877551,0x37,0x04
353728,8.021043083900226,0x30,0x14
353765,8.0218820861678,0x08,0x02
353777,8.022154195011337,0x33,0x60
353794,8.022539682539682,0x34,0x60
353811,8.022925170068028,0x35,0x60
353844,8.023673469387756,0x37,0x30
354452,8.037460317460317,0x30,0x20
354500,8.038548752834467,0x33,0x84
354517,8.038934240362812,0x34,0x84
354534,8.039319727891156,0x35,0x84
354566,8.040045351473923,0x37,0x54
354658,8.042131519274376,0xE2,0x2F
354659,8.042154195011339,0xEA,0x4F
354661,8.04219954648526,0xF2,0x2F
354662,8.042222222222222,0xFA,0x2F
355175,8.053854875283447,0x30,0x2C
355207,8.054580498866214,0x2A,0x41
355237,8.055260770975057,0xE2,0x26
355244,8.055419501133787,0xF2,0x46
355251,8.055578231292516,0xEA,0x25
355259,8.055759637188208,0xFA,0x28
355263,8.055850340136054,0x08,0x7A
355275,8.056122448979592,0x33,0x58
355292,8.056507936507936,0x34,0x58
355309,8.05689342403628,0x35,0x58
355341,8.057619047619047,0x37,0x28
355896,8.070204081632653,0x30,0x38
355944,8.071292517006803,0x33,0x30
355961,8.071678004535148,0x34,0x30
355978,8.072063492063492,0x35,0x30
356011,8.07281179138322,0x37,0x00
356618,8.08657596371882,0x30,0x3C
356666,8.08766439909297,0x33,0x04
356683,8.088049886621315,0x34,0x04
356700,8.08843537414966,0x35,0x04
356732,8.089160997732426,0x2F,0x1D
356735,8.089229024943311,0x37,0xD4
357343,8.103015873015874,0x30,0x30
357364,8.103492063492064,0x08,0x01
357391,8.104104308390022,0x2B,0x2D
357394,8.104172335600907,0x33,0xD8
357410,8.10453514739229,0x2C,0x26
357413,8.104603174603175,0x34,0xD8
357429,8.104965986394557,0x2D,0x1D
357432,8.105034013605442,0x35,0xD8
357464,8.105759637188209,0x37,0xA8
358063,8.119342403628117,0x30,0x24
358111,8.120430839002267,0x33,0xAC
358128,8.120816326530612,0x34,0xAC
358145,8.121201814058956,0x35,0xAC
358178,8.121950113378684,0x37,0x7C
358788,8.135782312925171,0x30,0x1C
358836,8.13687074829932,0x33,0xD8
358853,8.137256235827664,0x34,0xD8
358870,8.137641723356008,0x35,0xD8
358902,8.138367346938775,0x37,0xA8
358972,8.139954648526077,0xE1,0x2F
358974,8.14,0xE9,0x4F
358975,8.140022675736962,0xF1,0x2F
358977,8.140068027210884,0xF9,0x2F
359508,8.152108843537414,0x30,0x10
359525,8.15249433106576,0x29,0x48
359555,8.153174603174604,0xE1,0x26
359562,8.153333333333334,0xF1,0x46
359569,8.153492063492063,0xE9,0x25
359577,8.153673469387755,0xF9,0x28
359581,8.1537641723356,0x08,0x79
359608,8.15437641723356,0x2B,0x2E
359610,8.154421768707483,0x33,0x04
359627,8.154807256235827,0x2C,0x28
359629,8.154852607709751,0x34,0x04
359645,8.155215419501134,0x2D,0x1E
359648,8.155283446712017,0x35,0x04
359680,8.156009070294784,0x37,0xD4
360232,8.168526077097505,0x30,0x04
360280,8.169614512471655,0x33,0x30
360297,8.17,0x34,0x30
360314,8.170385487528344,0x35,0x30
360346,8.171111111111111,0x2F,0x1E
360349,8.171179138321996,0x37,0x00
360953,8.184875283446711,0x28,0x4D
360955,8.184920634920635,0x30,0xF8
361003,8.186009070294785,0x33,0x5C
361020,8.18639455782313,0x34,0x5C
361037,8.186780045351474,0x35,0x5C
361070,8.187528344671202,0x37,0x2C
361677,8.201292517006802,0x30,0xFC
361725,8.202380952380953,0x33,0x88
361742,8.202766439909297,0x34,0x88
361759,8.203151927437641,0x35,0x88
361792,8.20390022675737,0x37,0x58
362400,8.217687074829932,0x28,0x4E
362403,8.217755102040817,0x30,0x08
362440,8.21859410430839,0x08,0x02
362452,8.218866213151927,0x33,0x5C
362469,8.219251700680273,0x34,0x5C
362486,8.219637188208617,0x35,0x5C
362519,8.220385487528345,0x37,0x2C
363123,8.23408163265306,0x30,0x14
363171,8.23517006802721,0x33,0x34
363188,8.235555555555555,0x34,0x34
363205,8.2359410430839,0x35,0x34
363238,8.236689342403627,0x37,0x04
363329,8.238752834467121,0xE2,0x2F
363331,8.238798185941043,0xEA,0x4F
363332,8.238820861678004,0xF2,0x2F
363334,8.238866213151928,0xFA,0x2F
363846,8.25047619047619,0x30,0x20
363878,8.251201814058957,0x2A,0x46
363908,8.2518820861678,0xE2,0x26
363915,8.25204081632653,0xF2,0x46
363922,8.252199546485262,0xEA,0x25
363930,8.252380952380953,0xFA,0x28
363934,8.252471655328797,0x08,0x7A
363946,8.252743764172335,0x33,0x08
363963,8.253129251700681,0x34,0x08
363980,8.253514739229026,0x35,0x08
364012,8.25424036281179,0x2F,0x1D
364014,8.254285714285714,0x37,0xD8
364569,8.26687074829932,0x30,0x2C
364616,8.267936507936508,0x2B,0x2D
364619,8.268004535147393,0x33,0xDC
364635,8.268367346938776,0x2C,0x26
364638,8.268435374149659,0x34,0xDC
364654,8.268798185941042,0x2D,0x1D
364657,8.268866213151927,0x35,0xDC
364689,8.269591836734694,0x37,0xAC
365288,8.283174603174603,0x30,0x34
365336,8.284263038548753,0x33,0xB0
365353,8.284648526077097,0x34,0xB0
365370,8.285034013605442,0x35,0xB0
365403,8.28578231292517,0x37,0x80
366014,8.299637188208617,0x30,0x3C
366035,8.300113378684808,0x08,0x01
366063,8.300748299319729,0x33,0xD4
366080,8.301133786848073,0x34,0xD4
366097,8.301519274376417,0x35,0xD4
366129,8.302244897959184,0x37,0xA4
366735,8.315986394557823,0x30,0x30
366783,8.317074829931974,0x2B,0x2E
366785,8.317120181405896,0x33,0x00
366802,8.31750566893424,0x2C,0x28
366804,8.317551020408164,0x34,0x00
366820,8.317913832199546,0x2D,0x1E
366823,8.31798185941043,0x35,0x00
366855,8.318707482993197,0x37,0xD0
367458,8.332380952380952,0x30,0x28
367506,8.333469387755102,0x33,0x2C
367523,8.333854875283446,0x34,0x2C
367540,8.33424036281179,0x35,0x2C
367573,8.334988662131519,0x37,0xFC
367649,8.33671201814059,0xE1,0x2F
367651,8.336757369614512,0xE9,0x4F
367652,8.336780045351475,0xF1,0x2F
367654,8.336825396825397,0xF9,0x2F
368179,8.34873015873016,0x30,0x1C
368196,8.349115646258504,0x29,0x41
368226,8.349795918367347,0xE1,0x26
368233,8.349954648526078,0xF1,0x46
368240,8.350113378684807,0xE9,0x25
368248,8.350294784580498,0xF9,0x28
368252,8.350385487528344,0x08,0x79
368279,8.350997732426304,0x33,0x58
