sample,seconds,command,chip,address,value,note
1166671,26.45512471655329,0x54,YM2151,0xEB,0x84,
1166679,26.45530612244898,0x54,YM2151,0xFB,0x08,
1166683,26.455396825396825,0x54,YM2151,0x08,0x7B,
1167335,26.47018140589569,0x54,YM2151,0x32,0x70,
1167352,26.470566893424035,0x54,YM2151,0x33,0x10,
1168055,26.486507936507937,0x54,YM2151,0x32,0x90,
1168072,26.486893424036282,0x54,YM2151,0x33,0x2C,
1168779,26.50292517006803,0x54,YM2151,0x32,0x00,
1168796,26.503310657596373,0x54,YM2151,0x33,0x48,
1168930,26.506349206349206,0x54,YM2151,0xE2,0x7F,
1168932,26.50639455782313,0x54,YM2151,0xEA,0x6F,
1168933,26.50641723356009,0x54,YM2151,0xF2,0x8F,
1168935,26.506462585034015,0x54,YM2151,0xFA,0x0F,
1168936,26.506485260770976,0x54,YM2151,0x08,0x02,
1169501,26.519297052154194,0x54,YM2151,0x2A,0x50,
1169531,26.51997732426304,0x54,YM2151,0xE2,0x73,
1169538,26.52013605442177,0x54,YM2151,0xF2,0x63,
1169545,26.5202947845805,0x54,YM2151,0xEA,0x84,
1169553,26.52047619047619,0x54,YM2151,0xFA,0x08,
1169557,26.520566893424036,0x54,YM2151,0x08,0x7A,
1169569,26.520839002267575,0x54,YM2151,0x33,0x68,
1170224,26.535691609977324,0x54,YM2151,0x32,0x38,
1170241,26.536077097505668,0x54,YM2151,0x2B,0x4D,
1170243,26.53612244897959,0x54,YM2151,0x33,0xD8,
1170410,26.539909297052155,0x54,YM2151,0xE3,0x7F,
1170412,26.539954648526077,0x54,YM2151,0xEB,0x6F,
1170413,26.539977324263038,0x54,YM2151,0xF3,0x8F,
1170415,26.54002267573696,0x54,YM2151,0xFB,0x0F,
1170416,26.54004535147392,0x54,YM2151,0x08,0x03,
1170948,26.552108843537415,0x54,YM2151,0x32,0x54,
1170965,26.55249433106576,0x54,YM2151,0x2B,0x4E,
1170995,26.553174603174604,0x54,YM2151,0xE3,0x73,
1171002,26.553333333333335,0x54,YM2151,0xF3,0x63,
1171009,26.553492063492065,0x54,YM2151,0xEB,0x84,
1171017,26.553673469387753,0x54,YM2151,0xFB,0x08,
1171021,26.5537641723356,0x54,YM2151,0x08,0x7B,
1171668,26.56843537414966,0x54,YM2151,0x32,0x70,
1171685,26.568820861678006,0x54,YM2151,0x2B,0x50,
1171687,26.568866213151928,0x54,YM2151,0x33,0x10,
1172393,26.584875283446713,0x54,YM2151,0x32,0x90,
1172410,26.585260770975058,0x54,YM2151,0x33,0x2C,
1173114,26.601224489795918,0x54,YM2151,0x32,0x00,
1173131,26.601609977324262,0x54,YM2151,0x33,0x48,
1173270,26.604761904761904,0x54,YM2151,0xE2,0x7F,
1173271,26.604784580498865,0x54,YM2151,0xEA,0x6F,
1173273,26.604829931972787,0x54,YM2151,0xF2,0x8F,
1173274,26.604852607709752,0x54,YM2151,0xFA,0x0F,
1173276,26.604897959183674,0x54,YM2151,0x08,0x02,
1173837,26.617619047619048,0x54,YM2151,0x2A,0x4E,
1173856,26.618049886621314,0x54,YM2151,0x7A,0x0B,
1173867,26.618299319727893,0x54,YM2151,0xE2,0x73,
1173874,26.61845804988662,0x54,YM2151,0xF2,0x63,
1173881,26.61861678004535,0x54,YM2151,0xEA,0x84,
1173889,26.618798185941042,0x54,YM2151,0xFA,0x08,
1173893,26.61888888888889,0x54,YM2151,0x08,0x7A,
1173905,26.619160997732425,0x54,YM2151,0x33,0x68,
1174560,26.634013605442178,0x54,YM2151,0x32,0x38,
1174577,26.634399092970522,0x54,YM2151,0x2B,0x4E,
1174579,26.634444444444444,0x54,YM2151,0x33,0xD8,
1174751,26.638344671201814,0x54,YM2151,0xE3,0x7F,
1174752,26.638367346938775,0x54,YM2151,0xEB,0x6F,
1174754,26.638412698412697,0x54,YM2151,0xF3,0x8F,
1174755,26.63843537414966,0x54,YM2151,0xFB,0x0F,
1174756,26.638458049886623,0x54,YM2151,0x08,0x03,
1175281,26.650362811791382,0x54,YM2151,0x32,0x54,
1175297,26.650725623582765,0x54,YM2151,0x2B,0x4D,
1175316,26.651156462585035,0x54,YM2151,0x7B,0x0D,
1175327,26.65140589569161,0x54,YM2151,0xE3,0x73,
1175334,26.65156462585034,0x54,YM2151,0xF3,0x63,
1175341,26.65172335600907,0x54,YM2151,0xEB,0x84,
1175349,26.651904761904763,0x54,YM2151,0xFB,0x08,
1175353,26.651995464852607,0x54,YM2151,0x08,0x7B,
1176003,26.66673469387755,0x54,YM2151,0x32,0x70,
1176020,26.667120181405895,0x54,YM2151,0x2B,0x4E,
1176022,26.667165532879817,0x54,YM2151,0x33,0x10,
1176728,26.683174603174603,0x54,YM2151,0x32,0x90,
1176745,26.683560090702947,0x54,YM2151,0x33,0x2C,
1177450,26.699546485260772,0x54,YM2151,0x32,0x00,
1177467,26.699931972789116,0x54,YM2151,0x33,0x48,
1177605,26.703061224489797,0x54,YM2151,0xE2,0x7F,
1177606,26.70308390022676,0x54,YM2151,0xEA,0x6F,
1177608,26.70312925170068,0x54,YM2151,0xF2,0x8F,
1177609,26.70315192743764,0x54,YM2151,0xFA,0x0F,
1177611,26.703197278911563,0x54,YM2151,0x08,0x02,
1178171,26.715895691609976,0x54,YM2151,0x2A,0x50,
1178190,26.716326530612246,0x54,YM2151,0x7A,0x09,
1178201,26.71657596371882,0x54,YM2151,0xE2,0x73,
1178208,26.71673469387755,0x54,YM2151,0xF2,0x63,
1178215,26.716893424036282,0x54,YM2151,0xEA,0x84,
1178223,26.717074829931974,0x54,YM2151,0xFA,0x08,
1178227,26.717165532879818,0x54,YM2151,0x08,0x7A,
1178239,26.717437641723357,0x54,YM2151,0x33,0x68,
1178893,26.732267573696145,0x54,YM2151,0x32,0x38,
1178910,26.73265306122449,0x54,YM2151,0x2B,0x4D,
1178912,26.73269841269841,0x54,YM2151,0x33,0xD8,
1179083,26.73657596371882,0x54,YM2151,0xE3,0x7F,
1179084,26.73659863945578,0x54,YM2151,0xEB,0x6F,
1179086,26.736643990929704,0x54,YM2151,0xF3,0x8F,
1179087,26.736666666666668,0x54,YM2151,0xFB,0x0F,
1179088,26.73668934240363,0x54,YM2151,0x08,0x03,
1179616,26.748662131519275,0x54,YM2151,0x32,0x54,
1179633,26.74904761904762,0x54,YM2151,0x2B,0x4E,
1179652,26.749478458049886,0x54,YM2151,0x7B,0x0B,
1179663,26.749727891156464,0x54,YM2151,0xE3,0x73,
1179670,26.74988662131519,0x54,YM2151,0xF3,0x63,
1179677,26.750045351473922,0x54,YM2151,0xEB,0x84,
1179685,26.750226757369614,0x54,YM2151,0xFB,0x08,
1179689,26.75031746031746,0x54,YM2151,0x08,0x7B,
1180338,26.765034013605444,0x54,YM2151,0x32,0x70,
1180355,26.76541950113379,0x54,YM2151,0x2B,0x50,
1180357,26.76546485260771,0x54,YM2151,0x33,0x10,
1181064,26.781496598639457,0x54,YM2151,0x32,0x90,
1181081,26.7818820861678,0x54,YM2151,0x33,0x2C,
1181784,26.7978231292517,0x54,YM2151,0x32,0x00,
1181801,26.798208616780045,0x54,YM2151,0x33,0x48,
1182506,26.81419501133787,0x54,YM2151,0x2A,0x4E,
1182508,26.81424036281179,0x54,YM2151,0x32,0xE4,
1182525,26.814625850340136,0x54,YM2151,0x33,0x68,
1183229,26.830589569161,0x54,YM2151,0x32,0xC4,
1183246,26.830975056689343,0x54,YM2151,0x2B,0x4E,
1183248,26.831020408163266,0x54,YM2151,0x33,0xD8,
1183953,26.84700680272109,0x54,YM2151,0x32,0xA8,
1183970,26.847392290249434,0x54,YM2151,0x33,0xBC,
1184673,26.863333333333333,0x54,YM2151,0x2A,0x50,
1184675,26.863378684807255,0x54,YM2151,0x32,0x30,
1184692,26.8637641723356,0x54,YM2151,0x33,0x9C,
1185399,26.879795918367346,0x54,YM2151,0x32,0x50,
1185416,26.88018140589569,0x54,YM2151,0x33,0x80,
1186119,26.896122448979593,0x54,YM2151,0x32,0x6C,
1186135,26.896485260770977,0x54,YM2151,0x2B,0x50,
1186138,26.89655328798186,0x54,YM2151,0x33,0x08,
1186276,26.89968253968254,0x54,YM2151,0xE2,0x7F,
1186277,26.8997052154195,0x54,YM2151,0xEA,0x6F,
1186279,26.899750566893424,0x54,YM2151,0xF2,0x8F,
1186280,26.899773242630385,0x54,YM2151,0xFA,0x0F,
1186282,26.899818594104307,0x54,YM2151,0x08,0x02,
1186842,26.91251700680272,0x54,YM2151,0x2A,0x4E,
1186861,26.91294784580499,0x54,YM2151,0x7A,0x0C,
1186872,26.913197278911564,0x54,YM2151,0xE2,0x73,
1186879,26.913356009070295,0x54,YM2151,0xF2,0x63,
1186886,26.913514739229026,0x54,YM2151,0xEA,0x84,
1186894,26.913696145124717,0x54,YM2151,0xFA,0x08,
1186898,26.91378684807256,0x54,YM2151,0x08,0x7A,
1186910,26.9140589569161,0x54,YM2151,0x33,0x28,
1187564,26.92888888888889,0x54,YM2151,0x32,0x38,
1187581,26.929274376417233,0x54,YM2151,0x33,0x44,
1187752,26.933151927437642,0x54,YM2151,0xE3,0x7F,
1187753,26.933174603174603,0x54,YM2151,0xEB,0x6F,
1187755,26.933219954648525,0x54,YM2151,0xF3,0x8F,
1187756,26.933242630385486,0x54,YM2151,0xFB,0x0F,
1187757,26.93326530612245,0x54,YM2151,0x08,0x03,
1188286,26.945260770975057,0x54,YM2151,0x32,0x54,
1188303,26.945646258503402,0x54,YM2151,0x2B,0x4E,
1188322,26.94607709750567,0x54,YM2151,0x7B,0x0E,
1188333,26.946326530612247,0x54,YM2151,0xE3,0x73,
1188340,26.946485260770974,0x54,YM2151,0xF3,0x63,
1188347,26.946643990929704,0x54,YM2151,0xEB,0x84,
1188355,26.946825396825396,0x54,YM2151,0xFB,0x08,
1188359,26.946916099773244,0x54,YM2151,0x08,0x7B,
1189011,26.96170068027211,0x54,YM2151,0x32,0x70,
1189028,26.962086167800454,0x54,YM2151,0x33,0x10,
1189734,26.97809523809524,0x54,YM2151,0x32,0x90,
1189751,26.978480725623584,0x54,YM2151,0x33,0x2C,
1190454,26.994421768707483,0x54,YM2151,0x32,0x00,
1190471,26.994807256235827,0x54,YM2151,0x33,0x48,
1190610,26.99795918367347,0x54,YM2151,0xE2,0x7F,
1190611,26.99798185941043,0x54,YM2151,0xEA,0x6F,
1190613,26.998027210884352,0x54,YM2151,0xF2,0x8F,
1190614,26.998049886621317,0x54,YM2151,0xFA,0x0F,
1190616,26.99809523809524,0x54,YM2151,0x08,0x02,
1191176,27.01079365079365,0x54,YM2151,0x2A,0x50,
1191195,27.011224489795918,0x54,YM2151,0x7A,0x07,
1191206,27.011473922902493,0x54,YM2151,0xE2,0x73,
1191213,27.011632653061223,0x54,YM2151,0xF2,0x63,
1191220,27.011791383219954,0x54,YM2151,0xEA,0x84,
1191228,27.011972789115646,0x54,YM2151,0xFA,0x08,
1191232,27.012063492063493,0x54,YM2151,0x08,0x7A,
1191244,27.01233560090703,0x54,YM2151,0x33,0x68,
1191899,27.02718820861678,0x54,YM2151,0x32,0x38,
1191916,27.027573696145126,0x54,YM2151,0x2B,0x4D,
1191918,27.027619047619048,0x54,YM2151,0x33,0xD8,
1192089,27.031496598639457,0x54,YM2151,0xE3,0x7F,
1192090,27.031519274376418,0x54,YM2151,0xEB,0x6F,
1192092,27.03156462585034,0x54,YM2151,0xF3,0x8F,
1192093,27.0315873015873,0x54,YM2151,0xFB,0x0F,
1192094,27.031609977324262,0x54,YM2151,0x08,0x03,
1192622,27.043582766439908,0x54,YM2151,0x32,0x54,
1192638,27.04394557823129,0x54,YM2151,0x2B,0x4E,
1192657,27.04437641723356,0x54,YM2151,0x7B,0x09,
1192668,27.044625850340136,0x54,YM2151,0xE3,0x73,
1192675,27.044784580498867,0x54,YM2151,0xF3,0x63,
1192682,27.044943310657597,0x54,YM2151,0xEB,0x84,
1192690,27.04512471655329,0x54,YM2151,0xFB,0x08,
1192694,27.045215419501133,0x54,YM2151,0x08,0x7B,
1193344,27.059954648526077,0x54,YM2151,0x32,0x70,
1193361,27.06034013605442,0x54,YM2151,0x2B,0x50,
1193363,27.060385487528343,0x54,YM2151,0x33,0x10,
1194069,27.07639455782313,0x54,YM2151,0x32,0x90,
1194086,27.076780045351473,0x54,YM2151,0x33,0x2C,
1194790,27.092743764172337,0x54,YM2151,0x32,0x00,
1194807,27.09312925170068,0x54,YM2151,0x33,0x48,
1195514,27.109160997732427,0x54,YM2151,0x2A,0x4E,
1195516,27.10920634920635,0x54,YM2151,0x32,0xE4,
1195533,27.109591836734694,0x54,YM2151,0x33,0x68,
1196234,27.12548752834467,0x54,YM2151,0x32,0xC4,
1196251,27.125873015873015,0x54,YM2151,0x2B,0x4E,
1196253,27.125918367346937,0x54,YM2151,0x33,0xD8,
1196957,27.1418820861678,0x54,YM2151,0x32,0xA8,
1196974,27.142267573696145,0x54,YM2151,0x33,0xBC,
1197681,27.15829931972789,0x54,YM2151,0x2A,0x50,
1197683,27.158344671201814,0x54,YM2151,0x32,0x30,
1197700,27.158730158730158,0x54,YM2151,0x33,0x9C,
1198403,27.17467120181406,0x54,YM2151,0x32,0x50,
1198420,27.175056689342405,0x54,YM2151,0x33,0x80,
1199127,27.191088435374148,0x54,YM2151,0x32,0x6C,
1199143,27.19145124716553,0x54,YM2151,0x2B,0x50,
1199146,27.191519274376418,0x54,YM2151,0x33,0x08,
1199847,27.207414965986395,0x54,YM2151,0x32,0x88,
1199864,27.20780045351474,0x54,YM2151,0x33,0x28,
1200572,27.223854875283447,0x54,YM2151,0x32,0x04,
1200589,27.22424036281179,0x54,YM2151,0x33,0x44,
1200727,27.227369614512472,0x54,YM2151,0xE2,0x7F,
1200728,27.227392290249433,0x54,YM2151,0xEA,0x6F,
1200730,27.227437641723355,0x54,YM2151,0xF2,0x8F,
1200731,27.227460317460316,0x54,YM2151,0xFA,0x0F,
1200733,27.227505668934242,0x54,YM2151,0x08,0x02,
1201294,27.240226757369616,0x54,YM2151,0x2A,0x4E,
1201313,27.240657596371882,0x54,YM2151,0x7A,0x0C,
1201324,27.240907029478457,0x54,YM2151,0xE2,0x73,
1201331,27.241065759637188,0x54,YM2151,0xF2,0x63,
1201338,27.24122448979592,0x54,YM2151,0xEA,0x84,
1201346,27.24140589569161,0x54,YM2151,0xFA,0x08,
1201350,27.241496598639454,0x54,YM2151,0x08,0x7A,
1201362,27.241768707482994,0x54,YM2151,0x33,0x60,
1202017,27.256621315192742,0x54,YM2151,0x32,0x38,
1202033,27.256984126984126,0x54,YM2151,0x2B,0x4E,
1202036,27.257052154195012,0x54,YM2151,0x33,0xDC,
1202207,27.26092970521542,0x54,YM2151,0xE3,0x7F,
1202208,27.260952380952382,0x54,YM2151,0xEB,0x6F,
1202210,27.260997732426304,0x54,YM2151,0xF3,0x8F,
1202211,27.261020408163265,0x54,YM2151,0xFB,0x0F,
1202212,27.261043083900226,0x54,YM2151,0x08,0x03,
1202737,27.27294784580499,0x54,YM2151,0x32,0x54,
1202754,27.273333333333333,0x54,YM2151,0x2B,0x4D,
1202773,27.2737641723356,0x54,YM2151,0x7B,0x0E,
1202784,27.27401360544218,0x54,YM2151,0xE3,0x73,
1202791,27.274172335600905,0x54,YM2151,0xF3,0x63,
1202798,27.274331065759636,0x54,YM2151,0xEB,0x84,
1202806,27.274512471655328,0x54,YM2151,0xFB,0x08,
1202810,27.274603174603175,0x54,YM2151,0x08,0x7B,
1203462,27.28938775510204,0x54,YM2151,0x32,0x70,
1203479,27.289773242630385,0x54,YM2151,0x2B,0x4E,
1203481,27.289818594104307,0x54,YM2151,0x33,0x10,
1204183,27.30573696145125,0x54,YM2151,0x32,0x90,
1204200,27.306122448979593,0x54,YM2151,0x33,0x2C,
1204907,27.322154195011336,0x54,YM2151,0x32,0x00,
1204924,27.322539682539684,0x54,YM2151,0x33,0x48,
1205627,27.338480725623583,0x54,YM2151,0x2A,0x4D,
1205630,27.338548752834466,0x54,YM2151,0x32,0xE4,
1205647,27.33893424036281,0x54,YM2151,0x33,0x68,
1206350,27.354875283446713,0x54,YM2151,0x32,0xC4,
1206367,27.355260770975057,0x54,YM2151,0x2B,0x4D,
1206369,27.35530612244898,0x54,YM2151,0x33,0xD8,
1207073,27.371269841269843,0x54,YM2151,0x32,0xA8,
1207090,27.371655328798187,0x54,YM2151,0x33,0xBC,
1207247,27.375215419501135,0x54,YM2151,0xE0,0x7F,
1207249,27.375260770975057,0x54,YM2151,0xE8,0x6F,
1207250,27.375283446712018,0x54,YM2151,0xF0,0x8F,
1207252,27.37532879818594,0x54,YM2151,0xF8,0x0F,
1207763,27.38691609977324,0x54,YM2151,0x28,0x58,
1207767,27.38700680272109,0x54,YM2151,0x20,0xF9,
1207770,27.387074829931972,0x54,YM2151,0x40,0x12,
1207773,27.38714285714286,0x54,YM2151,0x60,0x3F,
1207775,27.38718820861678,0x54,YM2151,0x80,0x0D,
1207776,27.387210884353742,0x54,YM2151,0xA0,0x01,
1207778,27.387256235827664,0x54,YM2151,0xC0,0x02,
1207779,27.387278911564625,0x54,YM2151,0xE0,0x73,
1207781,27.38732426303855,0x54,YM2151,0x48,0x28,
1207785,27.387414965986395,0x54,YM2151,0x68,0x22,
1207786,27.387437641723356,0x54,YM2151,0x88,0x10,
1207788,27.387482993197278,0x54,YM2151,0xA8,0x01,
1207789,27.38750566893424,0x54,YM2151,0xC8,0x02,
1207791,27.387551020408164,0x54,YM2151,0xE8,0x84,
1207794,27.387619047619047,0x54,YM2151,0x50,0x34,
1207797,27.38768707482993,0x54,YM2151,0x70,0x1F,
1207799,27.387732426303856,0x54,YM2151,0x90,0x11,
1207800,27.387755102040817,0x54,YM2151,0xB0,0x01,
1207803,27.3878231292517,0x54,YM2151,0xF0,0x63,
1207806,27.387891156462587,0x54,YM2151,0x58,0x16,
1207809,27.38795918367347,0x54,YM2151,0x78,0x18,
1207811,27.38800453514739,0x54,YM2151,0x98,0x13,
1207812,27.388027210884353,0x54,YM2151,0xB8,0x01,
1207814,27.38807256235828,0x54,YM2151,0xD8,0x02,
1207815,27.38809523809524,0x54,YM2151,0xF8,0x08,
1207820,27.388208616780044,0x54,YM2151,0x08,0x78,
1207848,27.388843537414967,0x54,YM2151,0x2A,0x4E,
1207850,27.38888888888889,0x54,YM2151,0x32,0x30,
1207867,27.389274376417234,0x54,YM2151,0x33,0x9C,
1208486,27.40331065759637,0x54,YM2151,0x30,0x28,
1208519,27.4040589569161,0x54,YM2151,0x32,0x50,
1208536,27.404444444444444,0x54,YM2151,0x33,0x80,
1209209,27.4197052154195,0x54,YM2151,0x30,0x38,
1209242,27.42045351473923,0x54,YM2151,0x32,0x6C,
1209258,27.420816326530613,0x54,YM2151,0x2B,0x4E,
1209261,27.420884353741496,0x54,YM2151,0x33,0x08,
1209933,27.436122448979592,0x54,YM2151,0x30,0x48,
1209965,27.43684807256236,0x54,YM2151,0x32,0x88,
1209982,27.437233560090704,0x54,YM2151,0x33,0x28,
1210656,27.452517006802722,0x54,YM2151,0x30,0x58,
1210688,27.45324263038549,0x54,YM2151,0x32,0x04,
1210705,27.453628117913834,0x54,YM2151,0x33,0x44,
1211376,27.468843537414966,0x54,YM2151,0x30,0x64,
1211408,27.469569160997732,0x54,YM2151,0x2A,0x4D,
1211411,27.469637188208615,0x54,YM2151,0x32,0xE8,
1211428,27.47002267573696,0x54,YM2151,0x33,0x60,
1212102,27.48530612244898,0x54,YM2151,0x30,0x74,
1212134,27.486031746031745,0x54,YM2151,0x32,0xCC,
1212151,27.48641723356009,0x54,YM2151,0x2B,0x4D,
1212153,27.486462585034012,0x54,YM2151,0x33,0xDC,
1212821,27.501609977324264,0x54,YM2151,0x30,0x14,
1212854,27.502358276643992,0x54,YM2151,0x32,0xAC,
1212871,27.502743764172337,0x54,YM2151,0x33,0xC0,
1213544,27.51800453514739,0x54,YM2151,0x30,0x04,
1213576,27.518730158730158,0x54,YM2151,0x2A,0x4E,
1213579,27.518798185941044,0x54,YM2151,0x32,0x2C,
1213596,27.51918367346939,0x54,YM2151,0x33,0xA4,
1214267,27.53439909297052,0x54,YM2151,0x28,0x56,
1214269,27.534444444444443,0x54,YM2151,0x30,0xF4,
1214302,27.53519274376417,0x54,YM2151,0x32,0x48,
1214319,27.53557823129252,0x54,YM2151,0x33,0x84,
1214989,27.55077097505669,0x54,YM2151,0x30,0xE4,
1215022,27.551519274376417,0x54,YM2151,0x32,0x64,
1215038,27.5518820861678,0x54,YM2151,0x2B,0x4E,
1215041,27.551950113378684,0x54,YM2151,0x33,0x04,
1215714,27.56721088435374,0x54,YM2151,0x30,0xD8,
1215747,27.56795918367347,0x54,YM2151,0x32,0x84,
1215764,27.568344671201814,0x54,YM2151,0x33,0x20,
1216434,27.583537414965985,0x54,YM2151,0x30,0xC8,
1216467,27.584285714285713,0x54,YM2151,0x32,0x0C,
1216484,27.584671201814057,0x54,YM2151,0x33,0x3C,
1217157,27.599931972789115,0x54,YM2151,0x30,0xB8,
1217189,27.60065759637188,0x54,YM2151,0x2A,0x4D,
1217191,27.600702947845804,0x54,YM2151,0x32,0xEC,
1217208,27.601088435374148,0x54,YM2151,0x33,0x5C,
1217391,27.605238095238096,0x54,YM2151,0xE1,0x7F,
1217392,27.605260770975057,0x54,YM2151,0xE9,0x6F,
1217394,27.60530612244898,0x54,YM2151,0xF1,0x8F,
1217395,27.60532879818594,0x54,YM2151,0xF9,0x0F,
1217485,27.60736961451247,0x54,YM2151,0xE2,0x7F,
1217486,27.607392290249432,0x54,YM2151,0xEA,0x6F,
1217488,27.607437641723354,0x54,YM2151,0xF2,0x8F,
1217489,27.60746031746032,0x54,YM2151,0xFA,0x0F,
1217490,27.60748299319728,0x54,YM2151,0x08,0x02,
1217579,27.609501133786846,0x54,YM2151,0xE3,0x7F,
1217580,27.60952380952381,0x54,YM2151,0xEB,0x6F,
1217582,27.609569160997733,0x54,YM2151,0xF3,0x8F,
1217583,27.609591836734694,0x54,YM2151,0xFB,0x0F,
1217584,27.609614512471655,0x54,YM2151,0x08,0x03,
1217663,27.61140589569161,0x54,YM2151,0xE4,0x1F,
1217664,27.611428571428572,0x54,YM2151,0xEC,0x2F,
1217666,27.611473922902494,0x54,YM2151,0xF4,0x1F,
1217667,27.611496598639455,0x54,YM2151,0xFC,0x0F,
1217740,27.61315192743764,0x54,YM2151,0xE5,0x0F,
1217741,27.613174603174603,0x54,YM2151,0xED,0x7F,
1217743,27.613219954648525,0x54,YM2151,0xF5,0xDF,
1217744,27.61324263038549,0x54,YM2151,0xFD,0xDF,
1217879,27.616303854875284,0x54,YM2151,0x28,0x58,
1217881,27.616349206349206,0x54,YM2151,0x30,0x28,
1217897,27.61671201814059,0x54,YM2151,0x29,0x28,
1217901,27.616802721088437,0x54,YM2151,0x21,0xF9,
1217904,27.61687074829932,0x54,YM2151,0x41,0x12,
1217907,27.616938775510203,0x54,YM2151,0x61,0x3F,
1217909,27.61698412698413,0x54,YM2151,0x81,0x0D,
1217910,27.61700680272109,0x54,YM2151,0xA1,0x01,
1217912,27.61705215419501,0x54,YM2151,0xC1,0x02,
1217913,27.617074829931973,0x54,YM2151,0xE1,0x73,
1217915,27.617120181405895,0x54,YM2151,0x49,0x28,
1217919,27.617210884353742,0x54,YM2151,0x69,0x22,
1217920,27.617233560090703,0x54,YM2151,0x89,0x10,
1217922,27.617278911564625,0x54,YM2151,0xA9,0x01,
1217923,27.617301587301586,0x54,YM2151,0xC9,0x02,
1217925,27.617346938775512,0x54,YM2151,0xE9,0x84,
1217928,27.617414965986395,0x54,YM2151,0x51,0x34,
1217931,27.617482993197278,0x54,YM2151,0x71,0x1F,
1217933,27.6175283446712,0x54,YM2151,0x91,0x11,
1217934,27.617551020408165,0x54,YM2151,0xB1,0x01,
1217937,27.617619047619048,0x54,YM2151,0xF1,0x63,
1217940,27.61768707482993,0x54,YM2151,0x59,0x16,
1217943,27.617755102040817,0x54,YM2151,0x79,0x15,
1217945,27.61780045351474,0x54,YM2151,0x99,0x13,
1217946,27.6178231292517,0x54,YM2151,0xB9,0x01,
1217948,27.617868480725623,0x54,YM2151,0xD9,0x02,
1217949,27.617891156462584,0x54,YM2151,0xF9,0x08,
1217954,27.618004535147392,0x54,YM2151,0x08,0x79,
1217965,27.618253968253967,0x54,YM2151,0x2A,0x21,
1217967,27.618299319727893,0x54,YM2151,0x32,0x1C,
1217976,27.618503401360545,0x54,YM2151,0x62,0x3F,
1217977,27.618526077097506,0x54,YM2151,0x82,0x0D,
1217982,27.61863945578231,0x54,YM2151,0xE2,0x73,
1217984,27.618684807256237,0x54,YM2151,0x4A,0x28,
1217987,27.61875283446712,0x54,YM2151,0x6A,0x22,
1217989,27.618798185941042,0x54,YM2151,0x8A,0x10,
1217993,27.61888888888889,0x54,YM2151,0xEA,0x84,
1217996,27.618956916099773,0x54,YM2151,0x52,0x34,
1218001,27.61907029478458,0x54,YM2151,0x92,0x11,
1218006,27.619183673469387,0x54,YM2151,0xF2,0x63,
1218012,27.619319727891156,0x54,YM2151,0x7A,0x19,
1218014,27.61936507936508,0x54,YM2151,0x9A,0x13,
1218018,27.619455782312926,0x54,YM2151,0xFA,0x08,
1218023,27.61956916099773,0x54,YM2151,0x08,0x7A,
1218034,27.61981859410431,0x54,YM2151,0x2B,0x18,
1218036,27.61986394557823,0x54,YM2151,0x33,0x1C,
1218045,27.620068027210884,0x54,YM2151,0x63,0x3F,
1218046,27.620090702947845,0x54,YM2151,0x83,0x0D,
1218051,27.620204081632654,0x54,YM2151,0xE3,0x73,
1218053,27.620249433106576,0x54,YM2151,0x4B,0x28,
1218056,27.62031746031746,0x54,YM2151,0x6B,0x22,
1218058,27.620362811791384,0x54,YM2151,0x8B,0x10,
1218062,27.62045351473923,0x54,YM2151,0xEB,0x84,
1218065,27.620521541950115,0x54,YM2151,0x53,0x34,
1218070,27.62063492063492,0x54,YM2151,0x93,0x11,
1218075,27.62074829931973,0x54,YM2151,0xF3,0x63,
1218081,27.620884353741495,0x54,YM2151,0x7B,0x19,
1218083,27.62092970521542,0x54,YM2151,0x9B,0x13,
1218087,27.621020408163265,0x54,YM2151,0xFB,0x08,
1218092,27.621133786848073,0x54,YM2151,0x08,0x7B,
1218103,27.621383219954648,0x54,YM2151,0x2C,0x21,
1218107,27.621473922902496,0x54,YM2151,0x24,0xF9,
1218111,27.62156462585034,0x54,YM2151,0x44,0x02,
1218114,27.621632653061223,0x54,YM2151,0x64,0x75,
1218115,27.621655328798187,0x54,YM2151,0x84,0x12,
1218117,27.62170068027211,0x54,YM2151,0xA4,0x0A,
1218118,27.62172335600907,0x54,YM2151,0xC4,0x0A,
1218120,27.621768707482993,0x54,YM2151,0xE4,0x18,
1218122,27.621814058956915,0x54,YM2151,0x4C,0x13,
1218125,27.6218820861678,0x54,YM2151,0x6C,0x1F,
1218127,27.621927437641723,0x54,YM2151,0x8C,0x12,
1218128,27.621950113378684,0x54,YM2151,0xAC,0x08,
1218130,27.621995464852606,0x54,YM2151,0xCC,0x06,
1218131,27.62201814058957,0x54,YM2151,0xEC,0x17,
1218134,27.622086167800454,0x54,YM2151,0x54,0x00,
1218138,27.622176870748298,0x54,YM2151,0x74,0x0A,
1218139,27.622199546485263,0x54,YM2151,0x94,0x12,
1218141,27.622244897959185,0x54,YM2151,0xB4,0x09,
1218142,27.622267573696146,0x54,YM2151,0xD4,0x07,
1218144,27.622312925170068,0x54,YM2151,0xF4,0x27,
1218147,27.62238095238095,0x54,YM2151,0x5C,0x01,
1218150,27.622448979591837,0x54,YM2151,0x7C,0x09,
1218152,27.62249433106576,0x54,YM2151,0x9C,0x5A,
1218153,27.62251700680272,0x54,YM2151,0xBC,0x0A,
1218155,27.622562358276642,0x54,YM2151,0xDC,0x05,
