arcade_pc	instruction	ref_or_scalar	target	target_space	access_guess	function
0x0545D4	move.w #0x0,(A1)+	ref	0x10D1B6	arcade_WRAM	write	FUN_00054492
0x0545D4	move.w #0x0,(A1)+	ref	0x10D1BE	arcade_WRAM	write	FUN_00054492
0x0545D8	move.w #0x0,(A1)+	ref	0x10D1B8	arcade_WRAM	write	FUN_00054492
0x0545D8	move.w #0x0,(A1)+	ref	0x10D1C0	arcade_WRAM	write	FUN_00054492
0x0545EE	move.w D0w,(A1)+	ref	0x10D1BA	arcade_WRAM	write	FUN_00054492
0x054600	move.w D0w,(A1)+	ref	0x10D1BC	arcade_WRAM	write	FUN_00054492
0x054628	move.w D0w,(A1)+	ref	0x10D1BE	arcade_WRAM	write	FUN_00054492
0x05464A	move.w D0w,(A1)+	ref	0x10D1C0	arcade_WRAM	write	FUN_00054492
0x0546A8	movea.l #0x10d1f2,A1	scalar	0x10D1F2	arcade_WRAM	unknown	FUN_000546a8
0x0546E6	move.w #0x3,(A1)+	ref	0x10D1F2	arcade_WRAM	write	FUN_000546a8
0x0546E6	move.w #0x3,(A1)+	ref	0x10D1FA	arcade_WRAM	write	FUN_000546a8
0x0546EA	move.w #0x0,(A1)+	ref	0x10D1F4	arcade_WRAM	write	FUN_000546a8
0x0546EA	move.w #0x0,(A1)+	ref	0x10D1FC	arcade_WRAM	write	FUN_000546a8
0x0546EE	move.w #0x0,(A1)+	ref	0x10D1F6	arcade_WRAM	write	FUN_000546a8
0x0546EE	move.w #0x0,(A1)+	ref	0x10D1FE	arcade_WRAM	write	FUN_000546a8
0x0546F2	move.w #0x0,(A1)+	ref	0x10D1F8	arcade_WRAM	write	FUN_000546a8
0x0546F2	move.w #0x0,(A1)+	ref	0x10D200	arcade_WRAM	write	FUN_000546a8
0x054708	move.w D0w,(A1)+	ref	0x10D1FA	arcade_WRAM	write	FUN_000546a8
0x05471A	move.w D0w,(A1)+	ref	0x10D1FC	arcade_WRAM	write	FUN_000546a8
0x05471E	move.w (0x0,A0),(A1)+	ref	0x10D1FE	arcade_WRAM	write	FUN_000546a8
0x054742	move.w D0w,(A1)+	ref	0x10D200	arcade_WRAM	write	FUN_000546a8
0x0547C8	movea.l #0x10d1b2,A0	scalar	0x10D1B2	arcade_WRAM	unknown	player_aux_update_547c0
0x0547D0	move.w (A0),(0x129c,A5)	ref	0x10D1B4	arcade_WRAM	read	player_aux_update_547c0
0x0547D6	move.w (A0),(0x129a,A5)	ref	0x10D1B8	arcade_WRAM	read	player_aux_update_547c0
0x054810	movea.l #0xd00000,A1	scalar	0xD00000	PC090OJ_sprite_RAM	unknown	player_aux_sprite_constructor_54810
0x05482C	move.w D0w,(A1)+	ref	0xD00000	PC090OJ_sprite_RAM	write	player_aux_sprite_constructor_54810
0x05482C	move.w D0w,(A1)+	ref	0xD00008	PC090OJ_sprite_RAM	write	player_aux_sprite_constructor_54810
0x05483E	move.w D0w,(A1)+	ref	0xD00002	PC090OJ_sprite_RAM	write	player_aux_sprite_constructor_54810
0x05483E	move.w D0w,(A1)+	ref	0xD0000A	PC090OJ_sprite_RAM	write	player_aux_sprite_constructor_54810
0x054842	move.w (0x0,A0),(A1)+	ref	0xD00004	PC090OJ_sprite_RAM	write	player_aux_sprite_constructor_54810
0x054842	move.w (0x0,A0),(A1)+	ref	0xD0000C	PC090OJ_sprite_RAM	write	player_aux_sprite_constructor_54810
0x054858	move.w D0w,(A1)+	ref	0xD00006	PC090OJ_sprite_RAM	write	player_aux_sprite_constructor_54810
0x054858	move.w D0w,(A1)+	ref	0xD0000E	PC090OJ_sprite_RAM	write	player_aux_sprite_constructor_54810
0x0556F2	addi.l #0xc08000,D1	scalar	0xC08000	PC080SN_tilemap	unknown	FUN_00055696
0x05577E	addi.l #0xc08000,D0	scalar	0xC08000	PC080SN_tilemap	unknown	FUN_0005572e
0x055818	addi.l #0xc08000,D0	scalar	0xC08000	PC080SN_tilemap	unknown	FUN_000557ba
0x0558C8	movea.l #0x10d000,A0	scalar	0x10D000	arcade_WRAM	unknown	FUN_000558c6
0x0558CE	addq.l #0x4,(A0)	ref	0x10D000	arcade_WRAM	write	FUN_000558c6
0x0558CE	addq.l #0x4,(A0)	ref	0x10D004	arcade_WRAM	write	FUN_000558c6
0x0558F8	move.w D0w,(0x0010d0a8).l	ref	0x10D0A8	arcade_WRAM	write	FUN_000558e0
0x0558F8	move.w D0w,(0x0010d0a8).l	scalar	0x10D0A8	arcade_WRAM	unknown	FUN_000558e0
0x055904	movea.l #0x10d000,A0	scalar	0x10D000	arcade_WRAM	unknown	FUN_00055904
0x05590A	movea.l #0x10d040,A1	scalar	0x10D040	arcade_WRAM	unknown	FUN_00055904
0x055910	movea.l #0x10d080,A2	scalar	0x10D080	arcade_WRAM	unknown	FUN_00055904
0x055918	movea.l (A0),A4	ref	0x10D000	arcade_WRAM	read	FUN_00055904
0x055918	movea.l (A0),A4	ref	0x10D004	arcade_WRAM	read	FUN_00055904
0x05591A	move.w (A4),(A2)+	ref	0x10D080	arcade_WRAM	write	FUN_00055904
0x05591A	move.w (A4),(A2)+	ref	0x10D082	arcade_WRAM	write	FUN_00055904
0x05592C	move.l A4,(A1)+	ref	0x10D040	arcade_WRAM	write	FUN_00055904
0x05592C	move.l A4,(A1)+	ref	0x10D044	arcade_WRAM	write	FUN_00055904
0x055940	move.w D0w,(0x0010d0a8).l	ref	0x10D0A8	arcade_WRAM	write	FUN_00055904
0x055940	move.w D0w,(0x0010d0a8).l	scalar	0x10D0A8	arcade_WRAM	unknown	FUN_00055904
0x055970	movea.l #0x10d080,A1	scalar	0x10D080	arcade_WRAM	unknown	FUN_00055968
0x055976	movea.l #0x10d040,A3	scalar	0x10D040	arcade_WRAM	unknown	FUN_00055968
0x05597C	movea.l (A3),A2	ref	0x10D040	arcade_WRAM	read	FUN_00055968
0x05597C	movea.l (A3),A2	ref	0x10D044	arcade_WRAM	read	FUN_00055968
0x055996	movea.l #0x10d080,A1	scalar	0x10D080	arcade_WRAM	unknown	FUN_00055990
0x05599C	movea.l #0x10d040,A3	scalar	0x10D040	arcade_WRAM	unknown	FUN_00055990
0x0559A2	movea.l (A3),A2	ref	0x10D040	arcade_WRAM	read	FUN_00055990
0x0559A2	movea.l (A3),A2	ref	0x10D044	arcade_WRAM	read	FUN_00055990
0x0559DC	subi.l #0xc08000,D7	scalar	0xC08000	PC080SN_tilemap	unknown	FUN_000559b2
0x0559E4	addi.l #0x10de00,D7	scalar	0x10DE00	arcade_WRAM	unknown	FUN_000559b2
0x0559EC	move.w D0w,(A6)	ref	0x10DE00	arcade_WRAM	unknown	FUN_000559b2
0x055A52	subi.l #0xc08000,D7	scalar	0xC08000	PC080SN_tilemap	unknown	FUN_00055a14
0x055A5A	addi.l #0x10de00,D7	scalar	0x10DE00	arcade_WRAM	unknown	FUN_00055a14
0x055A62	move.w D0w,(A6)	ref	0x10DE00	arcade_WRAM	unknown	FUN_00055a14
0x055A6A	subi.l #0xc08000,D7	scalar	0xC08000	PC080SN_tilemap	unknown	FUN_00055a14
0x055A7A	addi.l #0x10de00,D7	scalar	0x10DE00	arcade_WRAM	unknown	FUN_00055a14
0x055AB4	move.w (0x10ee,A5),(0x00c20000).l	ref	0xC20000	PC080SN_yscroll	write	FUN_00055ab4
0x055AB4	move.w (0x10ee,A5),(0x00c20000).l	scalar	0xC20000	PC080SN_yscroll	unknown	FUN_00055ab4
0x055ABC	move.w (0x10ec,A5),(0x00c40000).l	ref	0xC40000	PC080SN_xscroll	write	FUN_00055ab4
0x055ABC	move.w (0x10ec,A5),(0x00c40000).l	scalar	0xC40000	PC080SN_xscroll	unknown	FUN_00055ab4
0x055AC4	move.w (0x10b0,A5),(0x00c20002).l	ref	0xC20002	PC080SN_yscroll	write	FUN_00055ab4
0x055AC4	move.w (0x10b0,A5),(0x00c20002).l	scalar	0xC20002	PC080SN_yscroll	unknown	FUN_00055ab4
0x055ACC	move.w (0x10ae,A5),(0x00c40002).l	ref	0xC40002	PC080SN_xscroll	write	FUN_00055ab4
0x055ACC	move.w (0x10ae,A5),(0x00c40002).l	scalar	0xC40002	PC080SN_xscroll	unknown	FUN_00055ab4
0x055B84	addi.l #0xc00000,D0	scalar	0xC00000	PC080SN_tilemap	unknown	FUN_00055b3c
0x055C14	movea.l #0x10d0fc,A0	scalar	0x10D0FC	arcade_WRAM	unknown	FUN_00055c14
0x055C1A	addq.l #0x6,(A0)	ref	0x10D0FC	arcade_WRAM	write	FUN_00055c14
0x055C2E	movea.l #0x10d0fc,A0	scalar	0x10D0FC	arcade_WRAM	unknown	FUN_00055c2e
0x055C34	movea.l #0x10d100,A1	scalar	0x10D100	arcade_WRAM	unknown	FUN_00055c2e
0x055C3A	movea.l #0x10d104,A2	scalar	0x10D104	arcade_WRAM	unknown	FUN_00055c2e
0x055C40	movea.l (A0),A4	ref	0x10D0FC	arcade_WRAM	read	FUN_00055c2e
0x055C42	move.w (A4),(A2)+	ref	0x10D104	arcade_WRAM	write	FUN_00055c2e
0x055C44	move.l (0x2,A4),(A1)+	ref	0x10D100	arcade_WRAM	write	FUN_00055c2e
0x055C62	movea.l #0x10d104,A1	scalar	0x10D104	arcade_WRAM	unknown	FUN_00055c5e
0x055C68	movea.l #0x10d100,A3	scalar	0x10D100	arcade_WRAM	unknown	FUN_00055c5e
0x055C6E	movea.l (A3),A2	ref	0x10D100	arcade_WRAM	read	FUN_00055c5e
0x055CBC	move.b #-0x56,(0x0010ffff).l	ref	0x10FFFF	arcade_WRAM	write	FUN_00055ca2
0x055CBC	move.b #-0x56,(0x0010ffff).l	scalar	0x10FFFF	arcade_WRAM	unknown	FUN_00055ca2
0x055CDE	move.b #0x1,(0x0010ffff).l	ref	0x10FFFF	arcade_WRAM	write	FUN_00055ca2
0x055CDE	move.b #0x1,(0x0010ffff).l	scalar	0x10FFFF	arcade_WRAM	unknown	FUN_00055ca2
0x055CF8	move.b #0x2,(0x0010ffff).l	ref	0x10FFFF	arcade_WRAM	write	FUN_00055ca2
0x055CF8	move.b #0x2,(0x0010ffff).l	scalar	0x10FFFF	arcade_WRAM	unknown	FUN_00055ca2
0x055D12	move.b #0x3,(0x0010ffff).l	ref	0x10FFFF	arcade_WRAM	write	FUN_00055ca2
0x055D12	move.b #0x3,(0x0010ffff).l	scalar	0x10FFFF	arcade_WRAM	unknown	FUN_00055ca2
0x055D2C	move.b #0xe,(0x0010ffff).l	ref	0x10FFFF	arcade_WRAM	write	FUN_00055ca2
0x055D2C	move.b #0xe,(0x0010ffff).l	scalar	0x10FFFF	arcade_WRAM	unknown	FUN_00055ca2
0x055D46	move.b #0xf,(0x0010ffff).l	ref	0x10FFFF	arcade_WRAM	write	FUN_00055ca2
0x055D46	move.b #0xf,(0x0010ffff).l	scalar	0x10FFFF	arcade_WRAM	unknown	FUN_00055ca2
0x055D60	move.b #0x12,(0x0010ffff).l	ref	0x10FFFF	arcade_WRAM	write	FUN_00055ca2
0x055D60	move.b #0x12,(0x0010ffff).l	scalar	0x10FFFF	arcade_WRAM	unknown	FUN_00055ca2
0x055D7A	move.b #0x13,(0x0010ffff).l	ref	0x10FFFF	arcade_WRAM	write	FUN_00055ca2
0x055D7A	move.b #0x13,(0x0010ffff).l	scalar	0x10FFFF	arcade_WRAM	unknown	FUN_00055ca2
0x055D94	move.b #0x1f,(0x0010ffff).l	ref	0x10FFFF	arcade_WRAM	write	FUN_00055ca2
0x055D94	move.b #0x1f,(0x0010ffff).l	scalar	0x10FFFF	arcade_WRAM	unknown	FUN_00055ca2
0x055DB4	lea (0x10c04c).l,A0	ref	0x10C04C	arcade_WRAM	unknown	FUN_00055ca2
0x055DB4	lea (0x10c04c).l,A0	scalar	0x10C04C	arcade_WRAM	unknown	FUN_00055ca2
0x055DBE	move.b (0x0,A0,D0w*0x1),D1b	ref	0x10C04C	arcade_WRAM	unknown	FUN_00055ca2
0x055DC2	move.b D1b,(0x0010ffff).l	ref	0x10FFFF	arcade_WRAM	write	FUN_00055ca2
0x055DC2	move.b D1b,(0x0010ffff).l	scalar	0x10FFFF	arcade_WRAM	unknown	FUN_00055ca2
0x059704	move.b (0x0010c118).l,D0b	ref	0x10C118	arcade_WRAM	read	FUN_000596f4
0x059704	move.b (0x0010c118).l,D0b	scalar	0x10C118	arcade_WRAM	unknown	FUN_000596f4
0x059ADE	movea.l #0x200000,A1	scalar	0x200000	arcade_palette_RAM	unknown	FUN_00059ad4
0x059B0A	move.w D3w,(A1)	ref	0x200000	arcade_palette_RAM	unknown	FUN_00059ad4
0x059B0A	move.w D3w,(A1)	ref	0x200002	arcade_palette_RAM	unknown	FUN_00059ad4
0x059F62	movea.l #0xd00048,A0	scalar	0xD00048	PC090OJ_sprite_RAM	unknown	FUN_00059f5e
0x059F6A	move.l D0,(A0)+	ref	0xD00048	PC090OJ_sprite_RAM	write	FUN_00059f5e
0x059F6A	move.l D0,(A0)+	ref	0xD00050	PC090OJ_sprite_RAM	write	FUN_00059f5e
0x059F6C	move.l D0,(A0)+	ref	0xD0004C	PC090OJ_sprite_RAM	write	FUN_00059f5e
0x059F6C	move.l D0,(A0)+	ref	0xD00054	PC090OJ_sprite_RAM	write	FUN_00059f5e
0x059F76	movea.l #0x10c170,A0	scalar	0x10C170	arcade_WRAM	unknown	FUN_00059f5e
0x059F7C	move.w #0x80,(A0)+	ref	0x10C170	arcade_WRAM	write	FUN_00059f5e
0x059F7C	move.w #0x80,(A0)+	ref	0x10C178	arcade_WRAM	write	FUN_00059f5e
0x059F80	move.w #0x0,(A0)+	ref	0x10C172	arcade_WRAM	write	FUN_00059f5e
0x059F80	move.w #0x0,(A0)+	ref	0x10C17A	arcade_WRAM	write	FUN_00059f5e
0x059F84	move.w #0x0,(A0)+	ref	0x10C174	arcade_WRAM	write	FUN_00059f5e
0x059F84	move.w #0x0,(A0)+	ref	0x10C17C	arcade_WRAM	write	FUN_00059f5e
0x059F88	move.w #0x0,(A0)+	ref	0x10C176	arcade_WRAM	write	FUN_00059f5e
0x059F88	move.w #0x0,(A0)+	ref	0x10C17E	arcade_WRAM	write	FUN_00059f5e
0x05A2CE	addi.l #0x10de00,D0	scalar	0x10DE00	arcade_WRAM	unknown	FUN_0005a29c
0x05A2DA	move.w (A0),D0w	ref	0x10DE00	arcade_WRAM	unknown	FUN_0005a29c
0x05A336	subi.l #0x10de00,D0	scalar	0x10DE00	arcade_WRAM	unknown	FUN_0005a2ee
0x05A33E	addi.l #0xc08000,D0	scalar	0xC08000	PC080SN_tilemap	unknown	FUN_0005a2ee
0x05A34C	move.l D0,(A1)+	ref	0xC08000	PC080SN_tilemap	unknown	FUN_0005a2ee
0x05A34E	move.l D0,(A1)+	ref	0xC08004	PC080SN_tilemap	unknown	FUN_0005a2ee
0x05A350	move.l D0,(A1)+	ref	0xC08008	PC080SN_tilemap	unknown	FUN_0005a2ee
0x05A352	move.l D0,(A1)+	ref	0xC0800C	PC080SN_tilemap	unknown	FUN_0005a2ee
0x05A3C0	movea.l #0xc01240,A1	scalar	0xC01240	PC080SN_tilemap	unknown	FUN_0005a3ac
0x05A456	movea.l #0xc00c38,A1	scalar	0xC00C38	PC080SN_tilemap	unknown	FUN_0005a442
