from_arcade_pc	to	type	operand_index	from_function	to_space
0x059894	00001366	DATA	1	FUN_0005988c	arcade_ROM
0x05989A	0005990e	CONDITIONAL_JUMP	0	FUN_0005988c	arcade_ROM
0x05989C	00001368	DATA	1	FUN_0005988c	arcade_ROM
0x0598A2	000598c8	CONDITIONAL_JUMP	0	FUN_0005988c	arcade_ROM
0x0598A4	00059910	DATA	0	FUN_0005988c	arcade_ROM
0x0598BE	00059950	DATA	1	FUN_0005988c	arcade_ROM
0x0598C2	00059ad4	UNCONDITIONAL_CALL	0	FUN_0005988c	arcade_ROM
0x0598C6	000598f6	UNCONDITIONAL_JUMP	0	FUN_0005988c	arcade_ROM
0x0598C8	00001368	DATA	1	FUN_0005988c	arcade_ROM
0x0598CE	000598f6	CONDITIONAL_JUMP	0	FUN_0005988c	arcade_ROM
0x0598D0	00059910	DATA	0	FUN_0005988c	arcade_ROM
0x0598EA	00059950	DATA	1	FUN_0005988c	arcade_ROM
0x0598F0	00059ad4	UNCONDITIONAL_CALL	0	FUN_0005988c	arcade_ROM
0x0598F6	00001368	DATA	1	FUN_0005988c	arcade_ROM
0x0598FC	0005990a	CONDITIONAL_JUMP	0	FUN_0005988c	arcade_ROM
0x0598FE	00001368	DATA	0	FUN_0005988c	arcade_ROM
0x059902	00001366	DATA	1	FUN_0005988c	arcade_ROM
0x059908	0005990e	UNCONDITIONAL_JUMP	0	FUN_0005988c	arcade_ROM
0x05990A	00001368	DATA	1	FUN_0005988c	arcade_ROM
0x059962	000012ee	DATA	1	FUN_00059962	arcade_ROM
0x059968	000599b0	CONDITIONAL_JUMP	0	FUN_00059962	arcade_ROM
0x05996A	00059b1a	DATA	0	FUN_00059962	arcade_ROM
0x059984	00059a98	DATA	1	FUN_00059962	arcade_ROM
0x059986	000012e8	DATA	0	FUN_00059962	arcade_ROM
0x059992	0005999e	CONDITIONAL_JUMP	0	FUN_00059962	arcade_ROM
0x059994	000012e8	DATA	0	FUN_00059962	arcade_ROM
0x05999A	00059ad4	UNCONDITIONAL_CALL	0	FUN_00059962	arcade_ROM
0x05999E	000012e8	DATA	1	FUN_00059962	arcade_ROM
0x0599A4	000599ac	CONDITIONAL_JUMP	0	FUN_00059962	arcade_ROM
0x0599A6	000012e8	DATA	0	FUN_00059962	arcade_ROM
0x0599AA	000599b0	UNCONDITIONAL_JUMP	0	FUN_00059962	arcade_ROM
0x0599AC	000012e8	DATA	1	FUN_00059962	arcade_ROM
0x0599B2	000012ee	DATA	1	FUN_000599b2	arcade_ROM
0x0599B8	00059a96	CONDITIONAL_JUMP	0	FUN_000599b2	arcade_ROM
0x0599BC	000012ea	DATA	0	FUN_000599b2	arcade_ROM
0x0599C8	00059a84	CONDITIONAL_JUMP	0	FUN_000599b2	arcade_ROM
0x0599CC	00059b7a	DATA	0	FUN_000599b2	arcade_ROM
0x0599E8	00059aa4	DATA	1	FUN_000599b2	arcade_ROM
0x0599EA	000012ea	DATA	0	FUN_000599b2	arcade_ROM
0x0599F0	00059ad4	UNCONDITIONAL_CALL	0	FUN_000599b2	arcade_ROM
0x0599F4	00059b7a	DATA	0	FUN_000599b2	arcade_ROM
0x059A12	00059aa4	DATA	1	FUN_000599b2	arcade_ROM
0x059A14	000012ea	DATA	0	FUN_000599b2	arcade_ROM
0x059A20	00059ad4	UNCONDITIONAL_CALL	0	FUN_000599b2	arcade_ROM
0x059A24	00059b7a	DATA	0	FUN_000599b2	arcade_ROM
0x059A42	00059aa4	DATA	1	FUN_000599b2	arcade_ROM
0x059A44	000012ea	DATA	0	FUN_000599b2	arcade_ROM
0x059A50	00059ad4	UNCONDITIONAL_CALL	0	FUN_000599b2	arcade_ROM
0x059A54	00059b7a	DATA	0	FUN_000599b2	arcade_ROM
0x059A72	00059aa4	DATA	1	FUN_000599b2	arcade_ROM
0x059A74	000012ea	DATA	0	FUN_000599b2	arcade_ROM
0x059A80	00059ad4	UNCONDITIONAL_CALL	0	FUN_000599b2	arcade_ROM
0x059A84	000012ea	DATA	1	FUN_000599b2	arcade_ROM
0x059A8A	00059a92	CONDITIONAL_JUMP	0	FUN_000599b2	arcade_ROM
0x059A8C	000012ea	DATA	0	FUN_000599b2	arcade_ROM
0x059A90	00059a96	UNCONDITIONAL_JUMP	0	FUN_000599b2	arcade_ROM
0x059A92	000012ea	DATA	1	FUN_000599b2	arcade_ROM
0x059AEC	00059b0c	CONDITIONAL_JUMP	0	FUN_00059ad4	arcade_ROM
0x059B0A	00200000	DATA	1	FUN_00059ad4	arcade_palette_RAM
0x059B0A	00200002	DATA	1	FUN_00059ad4	arcade_palette_RAM
0x059B10	00059b18	CONDITIONAL_JUMP	0	FUN_00059ad4	arcade_ROM
0x059B16	00059ae6	UNCONDITIONAL_JUMP	0	FUN_00059ad4	arcade_ROM
0x059DE8	000013b0	DATA	1	FUN_00059de8	arcade_ROM
0x059DEE	00059e16	CONDITIONAL_JUMP	0	FUN_00059de8	arcade_ROM
0x059DF0	00059e1e	UNCONDITIONAL_CALL	0	FUN_00059de8	arcade_ROM
0x059DF4	00059e36	UNCONDITIONAL_CALL	0	FUN_00059de8	arcade_ROM
0x059DFA	00059e6c	UNCONDITIONAL_CALL	0	FUN_00059de8	arcade_ROM
0x059DFE	00059e50	UNCONDITIONAL_CALL	0	FUN_00059de8	arcade_ROM
0x059E02	000013ae	DATA	0	FUN_00059de8	arcade_ROM
0x059E06	00059ad4	UNCONDITIONAL_CALL	0	FUN_00059de8	arcade_ROM
0x059E0E	000013d6	DATA	0	FUN_00059de8	arcade_ROM
0x059E14	00059dfa	CONDITIONAL_JUMP	0	FUN_00059de8	arcade_ROM
0x059E16	000013b0	DATA	1	FUN_00059de8	arcade_ROM
0x059E2E	0005e24e	DATA	1	FUN_00059e1e	arcade_ROM
0x059E30	000013ae	DATA	1	FUN_00059e1e	arcade_ROM
0x059E46	00059ebc	DATA	0	FUN_00059e36	arcade_ROM
0x059E4A	000013d6	DATA	1	FUN_00059e36	arcade_ROM
0x059E66	00059e8c	DATA	0	FUN_00059e50	arcade_ROM
0x059E7C	00059ec8	DATA	0	FUN_00059e6c	arcade_ROM
0x059F6A	00d00048	WRITE	1	FUN_00059f5e	PC090OJ_sprite_RAM
0x059F6A	00d00050	WRITE	1	FUN_00059f5e	PC090OJ_sprite_RAM
0x059F6C	00d0004c	WRITE	1	FUN_00059f5e	PC090OJ_sprite_RAM
0x059F6C	00d00054	WRITE	1	FUN_00059f5e	PC090OJ_sprite_RAM
0x059F70	00059f6a	CONDITIONAL_JUMP	0	FUN_00059f5e	arcade_ROM
0x059F7C	0010c170	WRITE	1	FUN_00059f5e	arcade_WRAM
0x059F7C	0010c178	WRITE	1	FUN_00059f5e	arcade_WRAM
0x059F80	0010c172	WRITE	1	FUN_00059f5e	arcade_WRAM
0x059F80	0010c17a	WRITE	1	FUN_00059f5e	arcade_WRAM
0x059F84	0010c174	WRITE	1	FUN_00059f5e	arcade_WRAM
0x059F84	0010c17c	WRITE	1	FUN_00059f5e	arcade_WRAM
0x059F88	0010c176	WRITE	1	FUN_00059f5e	arcade_WRAM
0x059F88	0010c17e	WRITE	1	FUN_00059f5e	arcade_WRAM
0x059F8E	00059f7c	CONDITIONAL_JUMP	0	FUN_00059f5e	arcade_ROM
0x05A29C	00001330	DATA	1	FUN_0005a29c	arcade_ROM
0x05A2A2	0005a2ec	CONDITIONAL_JUMP	0	FUN_0005a29c	arcade_ROM
0x05A2A6	000010a8	DATA	1	FUN_0005a29c	arcade_ROM
0x05A2AC	0005a2ec	CONDITIONAL_JUMP	0	FUN_0005a29c	arcade_ROM
0x05A2B6	000010b0	DATA	0	FUN_0005a29c	arcade_ROM
0x05A2DA	0010de00	DATA	1	FUN_0005a29c	arcade_WRAM
0x05A2E0	0005a2e6	CONDITIONAL_JUMP	0	FUN_0005a29c	arcade_ROM
0x05A2E2	0005a2ee	UNCONDITIONAL_CALL	0	FUN_0005a29c	arcade_ROM
0x05A2EA	0005a2da	CONDITIONAL_JUMP	0	FUN_0005a29c	arcade_ROM
0x05A346	000025c7	DATA	0	FUN_0005a2ee	arcade_ROM
0x05A34C	00c08000	DATA	1	FUN_0005a2ee	PC080SN_tilemap
0x05A34C	000025c7	DATA	0	FUN_0005a2ee	arcade_ROM
0x05A34E	00c08004	DATA	1	FUN_0005a2ee	PC080SN_tilemap
0x05A34E	000025c7	DATA	0	FUN_0005a2ee	arcade_ROM
0x05A350	00c08008	DATA	1	FUN_0005a2ee	PC080SN_tilemap
0x05A350	000025c7	DATA	0	FUN_0005a2ee	arcade_ROM
0x05A352	00c0800c	DATA	1	FUN_0005a2ee	PC080SN_tilemap
0x05A352	000025c7	DATA	0	FUN_0005a2ee	arcade_ROM
0x05A3AC	0005a73a	DATA	0	FUN_0005a3ac	arcade_ROM
0x05A3BA	00059ad4	UNCONDITIONAL_CALL	0	FUN_0005a3ac	arcade_ROM
0x05A3C6	0005ac72	DATA	0	FUN_0005a3ac	arcade_ROM
0x05A3D8	0005a4de	UNCONDITIONAL_CALL	0	FUN_0005a3ac	arcade_ROM
0x05A442	0005a71a	DATA	0	FUN_0005a442	arcade_ROM
0x05A450	00059ad4	UNCONDITIONAL_CALL	0	FUN_0005a442	arcade_ROM
0x05A45C	0005ad62	DATA	0	FUN_0005a442	arcade_ROM
0x05A46E	0005a4de	UNCONDITIONAL_CALL	0	FUN_0005a442	arcade_ROM
0x05A4EC	0005a4e2	CONDITIONAL_JUMP	0	FUN_0005a4de	arcade_ROM
0x05A4FE	0005a4e2	CONDITIONAL_JUMP	0	FUN_0005a4de	arcade_ROM
0x05FFA4	0005fffe	READ	0	FUN_0005ffa2	arcade_ROM
0x05FFAA	0005ffc2	CONDITIONAL_JUMP	0	FUN_0005ffa2	arcade_ROM
0x05FFAC	0005ffde	DATA	0	FUN_0005ffa2	arcade_ROM
0x05FFB0	0005ffc6	UNCONDITIONAL_JUMP	0	FUN_0005ffa2	arcade_ROM
0x05FFB4	0005fffe	READ	0	FUN_0005ffb2	arcade_ROM
0x05FFBA	0005ffc2	CONDITIONAL_JUMP	0	FUN_0005ffb2	arcade_ROM
0x05FFBC	0005ffee	DATA	0	FUN_0005ffb2	arcade_ROM
0x05FFC0	0005ffc6	UNCONDITIONAL_JUMP	0	FUN_0005ffb2	arcade_ROM
0x05FFC2	0005ffce	DATA	0	FUN_0005ffb2	arcade_ROM
0x05FFC8	0005ffee	DATA	1	FUN_0005ffb2	arcade_ROM
0x05FFC8	0005ffce	DATA	1	FUN_0005ffb2	arcade_ROM
0x05FFCA	0005fff0	DATA	1	FUN_0005ffb2	arcade_ROM
0x05FFCA	0005ffd0	DATA	1	FUN_0005ffb2	arcade_ROM
