from_arcade_pc	to	type	operand_index	from_function	to_space
0x0547E0	000547f6	CONDITIONAL_JUMP	0	player_aux_update_547c0	arcade_ROM
0x0547E2	00001298	DATA	0	player_aux_update_547c0	arcade_ROM
0x0547EA	0005480a	CONDITIONAL_JUMP	0	player_aux_update_547c0	arcade_ROM
0x0547EE	00054810	UNCONDITIONAL_CALL	0	player_aux_update_547c0	arcade_ROM
0x0547F2	00054808	UNCONDITIONAL_JUMP	0	player_aux_update_547c0	arcade_ROM
0x0547F6	00001298	DATA	0	player_aux_update_547c0	arcade_ROM
0x0547FE	0005480a	CONDITIONAL_JUMP	0	player_aux_update_547c0	arcade_ROM
0x054804	00054810	UNCONDITIONAL_CALL	0	player_aux_update_547c0	arcade_ROM
0x05480A	000540ac	UNCONDITIONAL_CALL	0	player_aux_update_547c0	arcade_ROM
0x05480E	00054808	UNCONDITIONAL_JUMP	0	player_aux_update_547c0	arcade_ROM
0x054828	0005da62	DATA	1	player_aux_sprite_constructor_54810	arcade_ROM
0x054828	0005da68	DATA	1	player_aux_sprite_constructor_54810	arcade_ROM
0x05482C	00d00000	WRITE	1	player_aux_sprite_constructor_54810	PC090OJ_sprite_RAM
0x05482C	00d00008	WRITE	1	player_aux_sprite_constructor_54810	PC090OJ_sprite_RAM
0x05482E	0005da61	DATA	1	player_aux_sprite_constructor_54810	arcade_ROM
0x05482E	0005da67	DATA	1	player_aux_sprite_constructor_54810	arcade_ROM
0x054834	0000129c	DATA	0	player_aux_sprite_constructor_54810	arcade_ROM
0x05483E	00d00002	WRITE	1	player_aux_sprite_constructor_54810	PC090OJ_sprite_RAM
0x05483E	00d0000a	WRITE	1	player_aux_sprite_constructor_54810	PC090OJ_sprite_RAM
0x054840	0005da5e	DATA	1	player_aux_sprite_constructor_54810	arcade_ROM
0x054840	0005da64	DATA	1	player_aux_sprite_constructor_54810	arcade_ROM
0x054842	0005da5e	DATA	1	player_aux_sprite_constructor_54810	arcade_ROM
0x054842	00d00004	WRITE	1	player_aux_sprite_constructor_54810	PC090OJ_sprite_RAM
0x054842	0005da64	DATA	1	player_aux_sprite_constructor_54810	arcade_ROM
0x054842	00d0000c	WRITE	1	player_aux_sprite_constructor_54810	PC090OJ_sprite_RAM
0x054846	0005da60	DATA	1	player_aux_sprite_constructor_54810	arcade_ROM
0x054846	0005da66	DATA	1	player_aux_sprite_constructor_54810	arcade_ROM
0x05484C	0000129a	DATA	0	player_aux_sprite_constructor_54810	arcade_ROM
0x054858	00d00006	WRITE	1	player_aux_sprite_constructor_54810	PC090OJ_sprite_RAM
0x054858	00d0000e	WRITE	1	player_aux_sprite_constructor_54810	PC090OJ_sprite_RAM
0x054860	00054828	CONDITIONAL_JUMP	0	player_aux_sprite_constructor_54810	arcade_ROM
0x055650	000013d0	DATA	1	FUN_00055650	arcade_ROM
0x055656	00001330	DATA	1	FUN_00055650	arcade_ROM
0x05565C	000010d0	DATA	0	FUN_00055650	arcade_ROM
0x055664	0005566a	CONDITIONAL_JUMP	0	FUN_00055650	arcade_ROM
0x055666	00055696	UNCONDITIONAL_CALL	0	FUN_00055650	arcade_ROM
0x05566A	000010d0	DATA	0	FUN_00055650	arcade_ROM
0x055672	00055678	CONDITIONAL_JUMP	0	FUN_00055650	arcade_ROM
0x055674	0005572e	UNCONDITIONAL_CALL	0	FUN_00055650	arcade_ROM
0x055678	000010d0	DATA	0	FUN_00055650	arcade_ROM
0x055680	00055686	CONDITIONAL_JUMP	0	FUN_00055650	arcade_ROM
0x055682	000557ba	UNCONDITIONAL_CALL	0	FUN_00055650	arcade_ROM
0x055686	000010d0	DATA	0	FUN_00055650	arcade_ROM
0x05568E	00055694	CONDITIONAL_JUMP	0	FUN_00055650	arcade_ROM
0x055690	00055854	UNCONDITIONAL_CALL	0	FUN_00055650	arcade_ROM
0x055696	00001330	DATA	1	FUN_00055696	arcade_ROM
0x05569C	000010ba	DATA	0	FUN_00055696	arcade_ROM
0x0556A4	00055704	CONDITIONAL_JUMP	0	FUN_00055696	arcade_ROM
0x0556A6	000010a8	DATA	1	FUN_00055696	arcade_ROM
0x0556AC	000556be	CONDITIONAL_JUMP	0	FUN_00055696	arcade_ROM
0x0556AE	000010d0	DATA	0	FUN_00055696	arcade_ROM
0x0556B6	000010d0	DATA	1	FUN_00055696	arcade_ROM
0x0556BA	0005572c	UNCONDITIONAL_JUMP	0	FUN_00055696	arcade_ROM
0x0556BE	000010b4	DATA	0	FUN_00055696	arcade_ROM
0x0556C2	000010da	DATA	0	FUN_00055696	arcade_ROM
0x0556C6	000010b4	DATA	1	FUN_00055696	arcade_ROM
0x0556CE	0005570c	CONDITIONAL_JUMP	0	FUN_00055696	arcade_ROM
0x0556D4	000010b4	DATA	1	FUN_00055696	arcade_ROM
0x0556DC	000010cc	DATA	0	FUN_00055696	arcade_ROM
0x0556E4	000010ca	DATA	0	FUN_00055696	arcade_ROM
0x0556F8	000010a4	DATA	1	FUN_00055696	arcade_ROM
0x0556FC	00055948	UNCONDITIONAL_CALL	0	FUN_00055696	arcade_ROM
0x055700	0005570c	UNCONDITIONAL_JUMP	0	FUN_00055696	arcade_ROM
0x055704	000010da	DATA	0	FUN_00055696	arcade_ROM
0x055708	000010ba	DATA	1	FUN_00055696	arcade_ROM
0x05570C	000010b0	DATA	0	FUN_00055696	arcade_ROM
0x055710	000010da	DATA	0	FUN_00055696	arcade_ROM
0x055718	000010b0	DATA	1	FUN_00055696	arcade_ROM
0x05571C	000013d0	DATA	1	FUN_00055696	arcade_ROM
0x055726	000406a4	UNCONDITIONAL_CALL	0	FUN_00055696	arcade_ROM
0x05572E	000010ba	DATA	0	FUN_0005572e	arcade_ROM
0x055736	00055790	CONDITIONAL_JUMP	0	FUN_0005572e	arcade_ROM
0x055738	000010a8	DATA	1	FUN_0005572e	arcade_ROM
0x05573E	00055750	CONDITIONAL_JUMP	0	FUN_0005572e	arcade_ROM
0x055740	000010d0	DATA	0	FUN_0005572e	arcade_ROM
0x055748	000010d0	DATA	1	FUN_0005572e	arcade_ROM
0x05574C	000557b8	UNCONDITIONAL_JUMP	0	FUN_0005572e	arcade_ROM
0x055750	000010b6	DATA	0	FUN_0005572e	arcade_ROM
0x055754	000010da	DATA	0	FUN_0005572e	arcade_ROM
0x055758	000010b6	DATA	1	FUN_0005572e	arcade_ROM
0x055760	00055798	CONDITIONAL_JUMP	0	FUN_0005572e	arcade_ROM
0x055766	000010b6	DATA	1	FUN_0005572e	arcade_ROM
0x05576E	000010cc	DATA	0	FUN_0005572e	arcade_ROM
0x055776	000010ca	DATA	0	FUN_0005572e	arcade_ROM
0x055784	000010a4	DATA	1	FUN_0005572e	arcade_ROM
0x055788	00055948	UNCONDITIONAL_CALL	0	FUN_0005572e	arcade_ROM
0x05578C	00055798	UNCONDITIONAL_JUMP	0	FUN_0005572e	arcade_ROM
0x055790	000010da	DATA	0	FUN_0005572e	arcade_ROM
0x055794	000010ba	DATA	1	FUN_0005572e	arcade_ROM
0x055798	000010b0	DATA	0	FUN_0005572e	arcade_ROM
0x05579C	000010da	DATA	0	FUN_0005572e	arcade_ROM
0x0557A4	000010b0	DATA	1	FUN_0005572e	arcade_ROM
0x0557A8	000013d0	DATA	1	FUN_0005572e	arcade_ROM
0x0557B2	000406a4	UNCONDITIONAL_CALL	0	FUN_0005572e	arcade_ROM
0x0557BA	000010b8	DATA	0	FUN_000557ba	arcade_ROM
0x0557C2	0005582a	CONDITIONAL_JUMP	0	FUN_000557ba	arcade_ROM
0x0557C4	000010a8	DATA	1	FUN_000557ba	arcade_ROM
0x0557CA	000557dc	CONDITIONAL_JUMP	0	FUN_000557ba	arcade_ROM
0x0557CC	000010d0	DATA	0	FUN_000557ba	arcade_ROM
0x0557D4	000010d0	DATA	1	FUN_000557ba	arcade_ROM
0x0557D8	00055852	UNCONDITIONAL_JUMP	0	FUN_000557ba	arcade_ROM
0x0557DC	0000132c	DATA	1	FUN_000557ba	arcade_ROM
0x0557E2	000557ec	CONDITIONAL_JUMP	0	FUN_000557ba	arcade_ROM
0x0557E4	000010ca	DATA	1	FUN_000557ba	arcade_ROM
0x0557EC	000010b2	DATA	0	FUN_000557ba	arcade_ROM
0x0557F0	000010d8	DATA	0	FUN_000557ba	arcade_ROM
0x0557F4	000010b2	DATA	1	FUN_000557ba	arcade_ROM
0x0557FC	00055832	CONDITIONAL_JUMP	0	FUN_000557ba	arcade_ROM
0x055802	000010b2	DATA	1	FUN_000557ba	arcade_ROM
0x05580A	000010cc	DATA	0	FUN_000557ba	arcade_ROM
0x055810	000010ca	DATA	0	FUN_000557ba	arcade_ROM
0x05581E	000010a0	DATA	1	FUN_000557ba	arcade_ROM
0x055822	00055948	UNCONDITIONAL_CALL	0	FUN_000557ba	arcade_ROM
0x055826	00055832	UNCONDITIONAL_JUMP	0	FUN_000557ba	arcade_ROM
0x05582A	000010d8	DATA	0	FUN_000557ba	arcade_ROM
0x05582E	000010b8	DATA	1	FUN_000557ba	arcade_ROM
0x055832	000010ae	DATA	0	FUN_000557ba	arcade_ROM
0x055836	000010d8	DATA	0	FUN_000557ba	arcade_ROM
0x05583E	000010ae	DATA	1	FUN_000557ba	arcade_ROM
0x055842	000013d0	DATA	1	FUN_000557ba	arcade_ROM
0x05584C	000406a4	UNCONDITIONAL_CALL	0	FUN_000557ba	arcade_ROM
0x05585A	00055868	CONDITIONAL_JUMP	0	FUN_00055854	arcade_ROM
0x05585C	000010b8	DATA	0	FUN_00055854	arcade_ROM
0x055864	00055878	CONDITIONAL_JUMP	0	FUN_00055854	arcade_ROM
0x055868	000010d0	DATA	0	FUN_00055854	arcade_ROM
0x055870	000010d0	DATA	1	FUN_00055854	arcade_ROM
0x055874	000558a0	UNCONDITIONAL_JUMP	0	FUN_00055854	arcade_ROM
0x055878	000010d8	DATA	0	FUN_00055854	arcade_ROM
0x05587C	000010b8	DATA	1	FUN_00055854	arcade_ROM
0x055880	000010ae	DATA	0	FUN_00055854	arcade_ROM
0x055884	000010d8	DATA	0	FUN_00055854	arcade_ROM
0x05588C	000010ae	DATA	1	FUN_00055854	arcade_ROM
0x055890	000013d0	DATA	1	FUN_00055854	arcade_ROM
0x05589A	000406a4	UNCONDITIONAL_CALL	0	FUN_00055854	arcade_ROM
0x0558A2	000010ca	DATA	1	FUN_000558a2	arcade_ROM
0x0558A8	000558c4	CONDITIONAL_JUMP	0	FUN_000558a2	arcade_ROM
0x0558AA	000558c6	UNCONDITIONAL_CALL	0	FUN_000558a2	arcade_ROM
0x0558AE	00055904	UNCONDITIONAL_CALL	0	FUN_000558a2	arcade_ROM
0x0558B2	000010cc	DATA	1	FUN_000558a2	arcade_ROM
0x0558B6	000010cc	DATA	1	FUN_000558a2	arcade_ROM
0x0558BC	000558c4	CONDITIONAL_JUMP	0	FUN_000558a2	arcade_ROM
0x0558C0	000558e0	UNCONDITIONAL_CALL	0	FUN_000558a2	arcade_ROM
0x0558CE	0010d000	READ_WRITE	1	FUN_000558c6	arcade_WRAM
0x0558CE	0010d004	READ_WRITE	1	FUN_000558c6	arcade_WRAM
0x0558D8	000558ce	CONDITIONAL_JUMP	0	FUN_000558c6	arcade_ROM
0x0558DA	000010ca	DATA	0	FUN_000558c6	arcade_ROM
0x0558E0	000010cc	DATA	0	FUN_000558e0	arcade_ROM
0x0558E4	000010c6	DATA	1	FUN_000558e0	arcade_ROM
0x0558E8	000010a8	DATA	0	FUN_000558e0	arcade_ROM
0x0558EC	0000132c	DATA	1	FUN_000558e0	arcade_ROM
0x0558F0	000010c6	DATA	0	FUN_000558e0	arcade_ROM
0x0558F8	0010d0a8	WRITE	1	FUN_000558e0	arcade_WRAM
0x055918	0010d000	READ	0	FUN_00055904	arcade_WRAM
0x055918	0010d004	READ	0	FUN_00055904	arcade_WRAM
0x05591A	0010d080	WRITE	1	FUN_00055904	arcade_WRAM
0x05591A	0010d082	WRITE	1	FUN_00055904	arcade_WRAM
0x05592C	0010d040	WRITE	1	FUN_00055904	arcade_WRAM
0x05592C	0010d044	WRITE	1	FUN_00055904	arcade_WRAM
0x055936	00055918	CONDITIONAL_JUMP	0	FUN_00055904	arcade_ROM
0x055938	000010c6	DATA	0	FUN_00055904	arcade_ROM
0x055940	0010d0a8	WRITE	1	FUN_00055904	arcade_WRAM
0x055948	000010a8	DATA	1	FUN_00055948	arcade_ROM
0x05594E	0005595a	CONDITIONAL_JUMP	0	FUN_00055948	arcade_ROM
0x055950	00055968	UNCONDITIONAL_CALL	0	FUN_00055948	arcade_ROM
0x055954	000010ca	DATA	1	FUN_00055948	arcade_ROM
0x055958	00055962	UNCONDITIONAL_JUMP	0	FUN_00055948	arcade_ROM
0x05595A	00055990	UNCONDITIONAL_CALL	0	FUN_00055948	arcade_ROM
0x05595E	000010ca	DATA	1	FUN_00055948	arcade_ROM
0x055962	000558a2	UNCONDITIONAL_CALL	0	FUN_00055948	arcade_ROM
0x055968	000010a0	DATA	0	FUN_00055968	arcade_ROM
0x05597C	0010d040	READ	0	FUN_00055968	arcade_WRAM
0x05597C	0010d044	READ	0	FUN_00055968	arcade_WRAM
0x05597E	000559b2	UNCONDITIONAL_CALL	0	FUN_00055968	arcade_ROM
0x055982	000010a0	DATA	1	FUN_00055968	arcade_ROM
0x05598C	0005597c	CONDITIONAL_JUMP	0	FUN_00055968	arcade_ROM
0x055990	000010a4	DATA	0	FUN_00055990	arcade_ROM
0x0559A2	0010d040	READ	0	FUN_00055990	arcade_WRAM
0x0559A2	0010d044	READ	0	FUN_00055990	arcade_WRAM
0x0559A4	00055a14	UNCONDITIONAL_CALL	0	FUN_00055990	arcade_ROM
0x0559AE	000559a2	CONDITIONAL_JUMP	0	FUN_00055990	arcade_ROM
0x0559C0	000559d4	CONDITIONAL_JUMP	0	FUN_000559b2	arcade_ROM
0x0559C2	000010ca	DATA	0	FUN_000559b2	arcade_ROM
0x0559D2	000559d8	UNCONDITIONAL_JUMP	0	FUN_000559b2	arcade_ROM
0x0559EC	0010de00	DATA	1	FUN_000559b2	arcade_WRAM
0x0559F4	000010ca	DATA	0	FUN_000559b2	arcade_ROM
0x055A10	000559b4	CONDITIONAL_JUMP	0	FUN_000559b2	arcade_ROM
0x055A14	00001330	DATA	1	FUN_00055a14	arcade_ROM
0x055A28	00055a4a	CONDITIONAL_JUMP	0	FUN_00055a14	arcade_ROM
0x055A2A	000010ca	DATA	0	FUN_00055a14	arcade_ROM
0x055A2E	000010a8	DATA	1	FUN_00055a14	arcade_ROM
0x055A34	00055a3c	CONDITIONAL_JUMP	0	FUN_00055a14	arcade_ROM
0x055A48	00055a4e	UNCONDITIONAL_JUMP	0	FUN_00055a14	arcade_ROM
0x055A62	0010de00	DATA	1	FUN_00055a14	arcade_WRAM
0x055A84	000010ca	DATA	0	FUN_00055a14	arcade_ROM
0x055A88	000010a8	DATA	1	FUN_00055a14	arcade_ROM
0x055A8E	00055a96	CONDITIONAL_JUMP	0	FUN_00055a14	arcade_ROM
0x055AAE	00055a1c	CONDITIONAL_JUMP	0	FUN_00055a14	arcade_ROM
0x055AB4	00c20000	WRITE	1	FUN_00055ab4	PC080SN_yscroll
0x055AB4	000010ee	DATA	0	FUN_00055ab4	arcade_ROM
0x055ABC	00c40000	WRITE	1	FUN_00055ab4	PC080SN_xscroll
0x055ABC	000010ec	DATA	0	FUN_00055ab4	arcade_ROM
0x055AC4	00c20002	WRITE	1	FUN_00055ab4	PC080SN_yscroll
0x055AC4	000010b0	DATA	0	FUN_00055ab4	arcade_ROM
0x055ACC	00c40002	WRITE	1	FUN_00055ab4	PC080SN_xscroll
0x055ACC	000010ae	DATA	0	FUN_00055ab4	arcade_ROM
0x055AD6	000010d0	DATA	0	FUN_00055ad6	arcade_ROM
0x055ADE	00055aea	CONDITIONAL_JUMP	0	FUN_00055ad6	arcade_ROM
0x055AE4	00055aea	CONDITIONAL_JUMP	0	FUN_00055ad6	arcade_ROM
0x055AE6	00055b28	UNCONDITIONAL_CALL	0	FUN_00055ad6	arcade_ROM
0x055AEA	000010d0	DATA	0	FUN_00055ad6	arcade_ROM
0x055AF2	00055afe	CONDITIONAL_JUMP	0	FUN_00055ad6	arcade_ROM
0x055AF8	00055afe	CONDITIONAL_JUMP	0	FUN_00055ad6	arcade_ROM
0x055AFA	00055b32	UNCONDITIONAL_CALL	0	FUN_00055ad6	arcade_ROM
0x055AFE	000010d0	DATA	0	FUN_00055ad6	arcade_ROM
0x055B06	00055b12	CONDITIONAL_JUMP	0	FUN_00055ad6	arcade_ROM
0x055B0C	00055b12	CONDITIONAL_JUMP	0	FUN_00055ad6	arcade_ROM
0x055B0E	00055b3c	UNCONDITIONAL_CALL	0	FUN_00055ad6	arcade_ROM
0x055B12	000010d0	DATA	0	FUN_00055ad6	arcade_ROM
0x055B1A	00055b26	CONDITIONAL_JUMP	0	FUN_00055ad6	arcade_ROM
0x055B20	00055b26	CONDITIONAL_JUMP	0	FUN_00055ad6	arcade_ROM
0x055B22	00055bb6	UNCONDITIONAL_CALL	0	FUN_00055ad6	arcade_ROM
0x055B28	000010b0	DATA	0	FUN_00055b28	arcade_ROM
0x055B2C	000010ee	DATA	1	FUN_00055b28	arcade_ROM
0x055B32	000010b0	DATA	0	FUN_00055b32	arcade_ROM
0x055B36	000010ee	DATA	1	FUN_00055b32	arcade_ROM
0x055B3C	000010b8	DATA	0	FUN_00055b3c	arcade_ROM
0x055B44	00055b92	CONDITIONAL_JUMP	0	FUN_00055b3c	arcade_ROM
0x055B46	000010a8	DATA	1	FUN_00055b3c	arcade_ROM
0x055B4C	00055bb4	CONDITIONAL_JUMP	0	FUN_00055b3c	arcade_ROM
0x055B50	000010f2	DATA	0	FUN_00055b3c	arcade_ROM
0x055B54	000010d8	DATA	0	FUN_00055b3c	arcade_ROM
0x055B58	000010f0	DATA	0	FUN_00055b3c	arcade_ROM
0x055B60	000010f2	DATA	1	FUN_00055b3c	arcade_ROM
0x055B68	00055b92	CONDITIONAL_JUMP	0	FUN_00055b3c	arcade_ROM
0x055B6E	000010f2	DATA	1	FUN_00055b3c	arcade_ROM
0x055B76	000010f4	DATA	0	FUN_00055b3c	arcade_ROM
0x055B7C	000010f6	DATA	0	FUN_00055b3c	arcade_ROM
0x055B8A	000010f8	DATA	1	FUN_00055b3c	arcade_ROM
0x055B8E	00055c4a	UNCONDITIONAL_CALL	0	FUN_00055b3c	arcade_ROM
0x055B92	000010ec	DATA	0	FUN_00055b3c	arcade_ROM
0x055B96	000010d8	DATA	0	FUN_00055b3c	arcade_ROM
0x055B9A	000010f0	DATA	0	FUN_00055b3c	arcade_ROM
0x055BA6	000010f0	DATA	1	FUN_00055b3c	arcade_ROM
0x055BB0	000010ec	DATA	1	FUN_00055b3c	arcade_ROM
0x055BB6	000010b8	DATA	0	FUN_00055bb6	arcade_ROM
0x055BBE	00055bea	CONDITIONAL_JUMP	0	FUN_00055bb6	arcade_ROM
0x055BC2	000010ec	DATA	0	FUN_00055bb6	arcade_ROM
0x055BC6	000010d8	DATA	0	FUN_00055bb6	arcade_ROM
0x055BCA	000010f0	DATA	0	FUN_00055bb6	arcade_ROM
0x055BDC	000010f0	DATA	1	FUN_00055bb6	arcade_ROM
0x055BE6	000010ec	DATA	1	FUN_00055bb6	arcade_ROM
0x055BEC	000010f6	DATA	1	FUN_00055bec	arcade_ROM
0x055BF2	00055c12	CONDITIONAL_JUMP	0	FUN_00055bec	arcade_ROM
0x055BF4	00055c14	UNCONDITIONAL_CALL	0	FUN_00055bec	arcade_ROM
0x055BF8	00055c2e	UNCONDITIONAL_CALL	0	FUN_00055bec	arcade_ROM
0x055BFC	000010f4	DATA	0	FUN_00055bec	arcade_ROM
0x055C02	000010f4	DATA	1	FUN_00055bec	arcade_ROM
0x055C0A	00055c12	CONDITIONAL_JUMP	0	FUN_00055bec	arcade_ROM
0x055C0E	00055c22	UNCONDITIONAL_CALL	0	FUN_00055bec	arcade_ROM
0x055C1A	0010d0fc	READ_WRITE	1	FUN_00055c14	arcade_WRAM
0x055C1C	000010f6	DATA	0	FUN_00055c14	arcade_ROM
0x055C22	000010f4	DATA	0	FUN_00055c22	arcade_ROM
0x055C26	000013b0	DATA	1	FUN_00055c22	arcade_ROM
0x055C40	0010d0fc	READ	0	FUN_00055c2e	arcade_WRAM
0x055C42	0010d104	WRITE	1	FUN_00055c2e	arcade_WRAM
0x055C44	0010d100	WRITE	1	FUN_00055c2e	arcade_WRAM
0x055C4A	000010fc	DATA	0	FUN_00055c4a	arcade_ROM
0x055C4E	00001126	DATA	1	FUN_00055c4a	arcade_ROM
0x055C52	00055c5e	UNCONDITIONAL_CALL	0	FUN_00055c4a	arcade_ROM
0x055C56	000010f6	DATA	1	FUN_00055c4a	arcade_ROM
0x055C5A	00055bec	UNCONDITIONAL_CALL	0	FUN_00055c4a	arcade_ROM
0x055C5E	000010f8	DATA	0	FUN_00055c5e	arcade_ROM
0x055C6E	0010d100	READ	0	FUN_00055c5e	arcade_WRAM
0x055C70	00055c7a	UNCONDITIONAL_CALL	0	FUN_00055c5e	arcade_ROM
0x055C74	000010f8	DATA	1	FUN_00055c5e	arcade_ROM
0x055C82	000010f6	DATA	0	FUN_00055c7a	arcade_ROM
0x055C9E	00055c7c	CONDITIONAL_JUMP	0	FUN_00055c7a	arcade_ROM
0x055CA8	00055dd6	CONDITIONAL_JUMP	0	FUN_00055ca2	arcade_ROM
0x055CB2	00055cd6	CONDITIONAL_JUMP	0	FUN_00055ca2	arcade_ROM
0x055CB4	000013cc	DATA	1	FUN_00055ca2	arcade_ROM
0x055CBA	00055cce	CONDITIONAL_JUMP	0	FUN_00055ca2	arcade_ROM
0x055CBC	0010ffff	WRITE	1	FUN_00055ca2	arcade_WRAM
0x055CCA	00055dd6	UNCONDITIONAL_JUMP	0	FUN_00055ca2	arcade_ROM
0x055CCE	000013cc	DATA	1	FUN_00055ca2	arcade_ROM
0x055CD2	00055dda	UNCONDITIONAL_JUMP	0	FUN_00055ca2	arcade_ROM
0x055CDC	00055cf0	CONDITIONAL_JUMP	0	FUN_00055ca2	arcade_ROM
0x055CDE	0010ffff	WRITE	1	FUN_00055ca2	arcade_WRAM
0x055CEC	00055dd6	UNCONDITIONAL_JUMP	0	FUN_00055ca2	arcade_ROM
0x055CF6	00055d0a	CONDITIONAL_JUMP	0	FUN_00055ca2	arcade_ROM
0x055CF8	0010ffff	WRITE	1	FUN_00055ca2	arcade_WRAM
0x055D06	00055dd6	UNCONDITIONAL_JUMP	0	FUN_00055ca2	arcade_ROM
0x055D10	00055d24	CONDITIONAL_JUMP	0	FUN_00055ca2	arcade_ROM
0x055D12	0010ffff	WRITE	1	FUN_00055ca2	arcade_WRAM
0x055D20	00055dd6	UNCONDITIONAL_JUMP	0	FUN_00055ca2	arcade_ROM
0x055D2A	00055d3e	CONDITIONAL_JUMP	0	FUN_00055ca2	arcade_ROM
0x055D2C	0010ffff	WRITE	1	FUN_00055ca2	arcade_WRAM
0x055D3A	00055dda	UNCONDITIONAL_JUMP	0	FUN_00055ca2	arcade_ROM
0x055D44	00055d58	CONDITIONAL_JUMP	0	FUN_00055ca2	arcade_ROM
0x055D46	0010ffff	WRITE	1	FUN_00055ca2	arcade_WRAM
0x055D54	00055dda	UNCONDITIONAL_JUMP	0	FUN_00055ca2	arcade_ROM
0x055D5E	00055d72	CONDITIONAL_JUMP	0	FUN_00055ca2	arcade_ROM
0x055D60	0010ffff	WRITE	1	FUN_00055ca2	arcade_WRAM
0x055D6E	00055dd6	UNCONDITIONAL_JUMP	0	FUN_00055ca2	arcade_ROM
0x055D78	00055d8c	CONDITIONAL_JUMP	0	FUN_00055ca2	arcade_ROM
0x055D7A	0010ffff	WRITE	1	FUN_00055ca2	arcade_WRAM
0x055D88	00055dd6	UNCONDITIONAL_JUMP	0	FUN_00055ca2	arcade_ROM
0x055D92	00055da4	CONDITIONAL_JUMP	0	FUN_00055ca2	arcade_ROM
0x055D94	0010ffff	WRITE	1	FUN_00055ca2	arcade_WRAM
0x055DA2	00055dd6	UNCONDITIONAL_JUMP	0	FUN_00055ca2	arcade_ROM
0x055DAA	00055dd6	CONDITIONAL_JUMP	0	FUN_00055ca2	arcade_ROM
0x055DAC	000013cc	DATA	1	FUN_00055ca2	arcade_ROM
0x055DB2	00055dce	CONDITIONAL_JUMP	0	FUN_00055ca2	arcade_ROM
0x055DB4	0010c04c	DATA	0	FUN_00055ca2	arcade_WRAM
0x055DBA	000013cc	DATA	0	FUN_00055ca2	arcade_ROM
0x055DBE	0010c04c	DATA	0	FUN_00055ca2	arcade_WRAM
0x055DC2	0010ffff	WRITE	1	FUN_00055ca2	arcade_WRAM
0x055DC8	000013cc	DATA	1	FUN_00055ca2	arcade_ROM
0x055DCC	00055dda	UNCONDITIONAL_JUMP	0	FUN_00055ca2	arcade_ROM
0x055DD6	000013cc	DATA	0	FUN_00055ca2	arcade_ROM
0x057284	0005744e	UNCONDITIONAL_CALL	0		arcade_ROM
0x057288	000574a4	UNCONDITIONAL_CALL	0		arcade_ROM
0x057290	0003a0ec	UNCONDITIONAL_CALL	0		arcade_ROM
0x057296	000013da	DATA	1		arcade_ROM
0x05729C	000013dc	DATA	0		arcade_ROM
0x0572A0	0005743a	UNCONDITIONAL_JUMP	0		arcade_ROM
0x0572C4	426d13dc	WRITE	1		other
0x0572CA	000013da	DATA	1		arcade_ROM
0x0572D0	0005743a	UNCONDITIONAL_JUMP	0		arcade_ROM
0x05744E	000010ec	DATA	1	FUN_0005744e	arcade_ROM
0x057454	00055ab4	UNCONDITIONAL_CALL	0	FUN_0005744e	arcade_ROM
0x057460	0005743c	UNCONDITIONAL_CALL	0	FUN_0005744e	arcade_ROM
0x057466	0005a4de	UNCONDITIONAL_CALL	0	FUN_0005744e	arcade_ROM
0x057472	0005743c	UNCONDITIONAL_CALL	0	FUN_0005744e	arcade_ROM
0x057478	0005a4de	UNCONDITIONAL_CALL	0	FUN_0005744e	arcade_ROM
0x057484	0005743c	UNCONDITIONAL_CALL	0	FUN_0005744e	arcade_ROM
0x05748A	0005a4de	UNCONDITIONAL_CALL	0	FUN_0005744e	arcade_ROM
0x057496	0005743c	UNCONDITIONAL_CALL	0	FUN_0005744e	arcade_ROM
0x05749C	0005a4de	UNCONDITIONAL_CALL	0	FUN_0005744e	arcade_ROM
0x0574AA	0005743c	UNCONDITIONAL_CALL	0	FUN_000574a4	arcade_ROM
0x0574B0	0005a4de	UNCONDITIONAL_CALL	0	FUN_000574a4	arcade_ROM
0x0596F4	00001360	DATA	1	FUN_000596f4	arcade_ROM
0x0596FA	0005976c	CONDITIONAL_JUMP	0	FUN_000596f4	arcade_ROM
0x059704	0010c118	READ	0	FUN_000596f4	arcade_WRAM
0x059714	00059772	DATA	1	FUN_000596f4	arcade_ROM
0x059718	0005976e	DATA	1	FUN_000596f4	arcade_ROM
0x059722	0005976c	CONDITIONAL_JUMP	0	FUN_000596f4	arcade_ROM
0x05972A	00001362	DATA	0	FUN_000596f4	arcade_ROM
0x059750	0005975a	CONDITIONAL_JUMP	0	FUN_000596f4	arcade_ROM
0x059758	00059736	UNCONDITIONAL_JUMP	0	FUN_000596f4	arcade_ROM
0x05975A	00001362	DATA	1	FUN_000596f4	arcade_ROM
0x05975E	00001362	DATA	0	FUN_000596f4	arcade_ROM
0x059766	0005976c	CONDITIONAL_JUMP	0	FUN_000596f4	arcade_ROM
0x059768	00001362	DATA	0	FUN_000596f4	arcade_ROM
0x059882	00059962	UNCONDITIONAL_CALL	0	FUN_00059882	arcade_ROM
0x059886	000599b2	UNCONDITIONAL_CALL	0	FUN_00059882	arcade_ROM
0x05988C	0000136a	DATA	1	FUN_0005988c	arcade_ROM
0x059892	000598d0	CONDITIONAL_JUMP	0	FUN_0005988c	arcade_ROM
