arcade_pc	instruction	operand_index	scalar	scalar_space	function
0x03B0BA	moveq 0x1d,D0	0	0x00001D	arcade_ROM	FUN_0003b098
0x03B0BC	bsr.w 0x0003bb48	0	0x03BB48	arcade_ROM	FUN_0003b098
0x03B0C2	lea (0x10,PC),A0	0	0x000010	arcade_ROM	FUN_0003b0c2
0x03B0C6	lea (0x140,A5),A1	0	0x000140	arcade_ROM	FUN_0003b0c2
0x03B0CA	moveq 0x26,D0	0	0x000026	arcade_ROM	FUN_0003b0c2
0x03B0CE	subq.w #0x1,D0w	0	0x000001	arcade_ROM	FUN_0003b0c2
0x03B0D0	bne.b 0x0003b0cc	0	0x03B0CC	arcade_ROM	FUN_0003b0c2
0x03B714	bsr.w 0x0003c2e2	0	0x03C2E2	arcade_ROM	FUN_0003b710
0x03B71C	addq.l #0x1,D0	0	0x000001	arcade_ROM	FUN_0003b710
0x03B71E	subq.l #0x1,D7	0	0x000001	arcade_ROM	FUN_0003b710
0x03B720	bne.b 0x0003b710	0	0x03B710	arcade_ROM	FUN_0003b710
0x03B804	mulu.w #0xa,D0	0	0x00000A	arcade_ROM	pc090oj_sprite_producer_3b802
0x03B808	lea (0x74,PC),A0	0	0x000074	arcade_ROM	pc090oj_sprite_producer_3b802
0x03B812	cmpi.b #0x1,D0b	0	0x000001	arcade_ROM	pc090oj_sprite_producer_3b802
0x03B816	bne.b 0x0003b81a	0	0x03B81A	arcade_ROM	pc090oj_sprite_producer_3b802
0x03B818	addq.w #0x1,D5w	0	0x000001	arcade_ROM	pc090oj_sprite_producer_3b802
0x03B81A	move.b (0x1,A0),D6b	0	0x000001	arcade_ROM	pc090oj_sprite_producer_3b802
0x03B81E	movea.l (0x2,A0),A1	0	0x000002	arcade_ROM	pc090oj_sprite_producer_3b802
0x03B822	movea.l (0x6,A0),A2	0	0x000006	arcade_ROM	pc090oj_sprite_producer_3b802
0x03B826	btst.l #0x0,D0	0	0x000000	arcade_ROM	pc090oj_sprite_producer_3b802
0x03B82A	beq.b 0x0003b846	0	0x03B846	arcade_ROM	pc090oj_sprite_producer_3b802
0x03B82E	andi.w #0xf,D1w	0	0x00000F	arcade_ROM	pc090oj_sprite_producer_3b802
0x03B832	bsr.w 0x0003b866	0	0x03B866	arcade_ROM	pc090oj_sprite_producer_3b802
0x03B836	move.b D6b,(0x3,A1)	1	0x000003	arcade_ROM	pc090oj_sprite_producer_3b802
0x03B83A	addi.w #0x2a,D1w	0	0x00002A	arcade_ROM	pc090oj_sprite_producer_3b802
0x03B83E	move.w D1w,(0x4,A1)	1	0x000004	arcade_ROM	pc090oj_sprite_producer_3b802
0x03B842	subq.l #0x1,A2	0	0x000001	arcade_ROM	pc090oj_sprite_producer_3b802
0x03B844	bra.b 0x0003b85e	0	0x03B85E	arcade_ROM	pc090oj_sprite_producer_3b802
0x03B848	lsr.b #0x4,D1b	0	0x000004	arcade_ROM	pc090oj_sprite_producer_3b802
0x03B84A	andi.w #0xf,D1w	0	0x00000F	arcade_ROM	pc090oj_sprite_producer_3b802
0x03B84E	bsr.w 0x0003b866	0	0x03B866	arcade_ROM	pc090oj_sprite_producer_3b802
0x03B852	move.b D6b,(0x3,A1)	1	0x000003	arcade_ROM	pc090oj_sprite_producer_3b802
0x03B856	addi.w #0x2a,D1w	0	0x00002A	arcade_ROM	pc090oj_sprite_producer_3b802
0x03B85A	move.w D1w,(0x4,A1)	1	0x000004	arcade_ROM	pc090oj_sprite_producer_3b802
0x03B85E	subq.l #0x8,A1	0	0x000008	arcade_ROM	pc090oj_sprite_producer_3b802
0x03B860	subq.w #0x1,D0w	0	0x000001	arcade_ROM	pc090oj_sprite_producer_3b802
0x03B862	bne.b 0x0003b826	0	0x03B826	arcade_ROM	pc090oj_sprite_producer_3b802
0x03B868	bne.b 0x0003b876	0	0x03B876	arcade_ROM	FUN_0003b866
0x03B86C	bne.b 0x0003b876	0	0x03B876	arcade_ROM	FUN_0003b866
0x03B86E	move.b #0x1,(0x2,A1)	0	0x000001	arcade_ROM	FUN_0003b866
0x03B86E	move.b #0x1,(0x2,A1)	1	0x000002	arcade_ROM	FUN_0003b866
0x03B876	moveq 0x1,D5	0	0x000001	arcade_ROM	FUN_0003b866
0x03B878	clr.b (0x2,A1)	0	0x000002	arcade_ROM	FUN_0003b866
0x03B8B0	lea (0x9e,PC),A0	0	0x00009E	arcade_ROM	FUN_0003b8b0
0x03B8B4	lea (0xd00020).l,A1	0	0xD00020	PC090OJ_sprite_RAM	FUN_0003b8b0
0x03B8BA	moveq 0x18,D1	0	0x000018	arcade_ROM	FUN_0003b8b0
0x03B8BC	bsr.w 0x0003b930	0	0x03B930	arcade_ROM	FUN_0003b8b0
0x03B8C0	moveq 0x2,D0	0	0x000002	arcade_ROM	FUN_0003b8b0
0x03B8C2	bsr.w 0x0003b802	0	0x03B802	arcade_ROM	FUN_0003b8b0
0x03B8C6	moveq 0x9,D1	0	0x000009	arcade_ROM	FUN_0003b8b0
0x03B8C8	lea (0xe6,PC),A0	0	0x0000E6	arcade_ROM	FUN_0003b8b0
0x03B8CC	lea (0xd000e0).l,A1	0	0xD000E0	PC090OJ_sprite_RAM	FUN_0003b8b0
0x03B8D2	bsr.w 0x0003b930	0	0x03B930	arcade_ROM	FUN_0003b8b0
0x03B8D6	moveq 0x9,D1	0	0x000009	arcade_ROM	FUN_0003b8b0
0x03B8D8	lea (0xfa,PC),A0	0	0x0000FA	arcade_ROM	FUN_0003b8b0
0x03B8DC	lea (0xd00128).l,A1	0	0xD00128	PC090OJ_sprite_RAM	FUN_0003b8b0
0x03B8E2	bsr.w 0x0003b930	0	0x03B930	arcade_ROM	FUN_0003b8b0
0x03B8E6	moveq 0x1,D1	0	0x000001	arcade_ROM	FUN_0003b8b0
0x03B8E8	bsr.w 0x0003b902	0	0x03B902	arcade_ROM	FUN_0003b8b0
0x03B902	lea (0xd00088).l,A1	0	0xD00088	PC090OJ_sprite_RAM	FUN_0003b902
0x03B90A	bne.b 0x0003b918	0	0x03B918	arcade_ROM	FUN_0003b902
0x03B90C	lea (0x76,PC),A0	0	0x000076	arcade_ROM	FUN_0003b902
0x03B910	moveq 0x5,D1	0	0x000005	arcade_ROM	FUN_0003b902
0x03B912	bsr.w 0x0003b930	0	0x03B930	arcade_ROM	FUN_0003b902
0x03B918	moveq 0x5,D0	0	0x000005	arcade_ROM	FUN_0003b902
0x03B91A	move.b D1b,(0x2,A1)	1	0x000002	arcade_ROM	FUN_0003b902
0x03B91E	addq.l #0x8,A1	0	0x000008	arcade_ROM	FUN_0003b902
0x03B920	subq.l #0x1,D0	0	0x000001	arcade_ROM	FUN_0003b902
0x03B922	bne.b 0x0003b91a	0	0x03B91A	arcade_ROM	FUN_0003b902
0x03B942	jsr 0x0005b512.l	0	0x05B512	arcade_ROM	pc090oj_sprite_producer_3b930
0x03B94A	subq.l #0x1,D1	0	0x000001	arcade_ROM	pc090oj_sprite_producer_3b930
0x03B94C	bne.b 0x0003b932	0	0x03B932	arcade_ROM	pc090oj_sprite_producer_3b930
0x03B9F8	move.l #0x300,D3	0	0x000300	arcade_ROM	FUN_0003b9f8
0x03B9FE	lea (0x200000).l,A0	0	0x200000	arcade_palette_RAM	FUN_0003b9f8
0x03BA04	lea (0x4eaf6).l,A3	0	0x04EAF6	arcade_ROM	FUN_0003b9f8
0x03BA0A	bsr.w 0x0003ba64	0	0x03BA64	arcade_ROM	FUN_0003b9f8
0x03BA0E	move.l #0x10,D3	0	0x000010	arcade_ROM	FUN_0003b9f8
0x03BA14	lea (0x4fe62).l,A3	0	0x04FE62	arcade_ROM	FUN_0003b9f8
0x03BA1A	bsr.w 0x0003ba64	0	0x03BA64	arcade_ROM	FUN_0003b9f8
0x03BA20	lea (0x4fd02).l,A3	0	0x04FD02	arcade_ROM	FUN_0003ba20
0x03BA26	lea (0x60,PC),A1	0	0x000060	arcade_ROM	FUN_0003ba20
0x03BA2A	lea (0x1600,A5),A0	0	0x001600	arcade_ROM	FUN_0003ba20
0x03BA30	move.b (0x118,A5),D0b	0	0x000118	arcade_ROM	FUN_0003ba20
0x03BA34	subq.w #0x1,D0w	0	0x000001	arcade_ROM	FUN_0003ba20
0x03BA36	mulu.w #0x20,D0	0	0x000020	arcade_ROM	FUN_0003ba20
0x03BA3C	clr.w (0x21a,A5)	0	0x00021A	arcade_ROM	FUN_0003ba20
0x03BA44	bsr.w 0x0003ba56	0	0x03BA56	arcade_ROM	FUN_0003ba20
0x03BA48	addq.w #0x1,(0x21a,A5)	0	0x000001	arcade_ROM	FUN_0003ba20
0x03BA48	addq.w #0x1,(0x21a,A5)	1	0x00021A	arcade_ROM	FUN_0003ba20
0x03BA4C	cmpi.w #0x20,(0x21a,A5)	0	0x000020	arcade_ROM	FUN_0003ba20
0x03BA4C	cmpi.w #0x20,(0x21a,A5)	1	0x00021A	arcade_ROM	FUN_0003ba20
0x03BA52	bne.b 0x0003ba40	0	0x03BA40	arcade_ROM	FUN_0003ba20
0x03BA56	lea (0x4fd02).l,A3	0	0x04FD02	arcade_ROM	FUN_0003ba56
0x03BA5C	mulu.w #0x20,D0	0	0x000020	arcade_ROM	FUN_0003ba56
0x03BA62	moveq 0x10,D3	0	0x000010	arcade_ROM	FUN_0003ba56
0x03BA68	andi.w #0xf00,D0w	0	0x000F00	arcade_ROM	FUN_0003ba64
0x03BA6C	lsr.w #0x7,D0w	0	0x000007	arcade_ROM	FUN_0003ba64
0x03BA70	andi.w #0xf0,D1w	0	0x0000F0	arcade_ROM	FUN_0003ba64
0x03BA74	lsl.w #0x2,D1w	0	0x000002	arcade_ROM	FUN_0003ba64
0x03BA76	andi.w #0xf,D2w	0	0x00000F	arcade_ROM	FUN_0003ba64
0x03BA7A	ror.w #0x5,D2w	0	0x000005	arcade_ROM	FUN_0003ba64
0x03BA82	subq.l #0x1,D3	0	0x000001	arcade_ROM	FUN_0003ba64
0x03BA84	bne.b 0x0003ba64	0	0x03BA64	arcade_ROM	FUN_0003ba64
0x03BB4A	andi.w #0x7f,D0w	0	0x00007F	arcade_ROM	FUN_0003bb48
0x03BB4E	lsl.w #0x2,D0w	0	0x000002	arcade_ROM	FUN_0003bb48
0x03BB50	lea (0x2a,PC),A0	0	0x00002A	arcade_ROM	FUN_0003bb48
0x03BB5E	bmi.b 0x0003bb6c	0	0x03BB6C	arcade_ROM	FUN_0003bb48
0x03BB62	beq.b 0x0003bb7a	0	0x03BB7A	arcade_ROM	FUN_0003bb48
0x03BB6A	bra.b 0x0003bb60	0	0x03BB60	arcade_ROM	FUN_0003bb48
0x03BB6C	move.w #0x20,D1w	0	0x000020	arcade_ROM	FUN_0003bb48
0x03BB72	beq.b 0x0003bb7a	0	0x03BB7A	arcade_ROM	FUN_0003bb48
0x03BB78	bra.b 0x0003bb70	0	0x03BB70	arcade_ROM	FUN_0003bb48
0x03C2E2	move.w #0x0,D7w	0	0x000000	arcade_ROM	FUN_0003c2e2
0x03C2E6	mulu.w #0xa,D0	0	0x00000A	arcade_ROM	FUN_0003c2e2
0x03C2EA	lea (0x90,PC),A0	0	0x000090	arcade_ROM	FUN_0003c2e2
0x03C2F2	movea.l (0x2,A0),A1	0	0x000002	arcade_ROM	FUN_0003c2e2
0x03C2F6	movea.l (0x6,A0),A2	0	0x000006	arcade_ROM	FUN_0003c2e2
0x03C2FA	cmpi.w #-0x1,D0w	0	0x00FFFF	arcade_ROM	FUN_0003c2e2
0x03C2FE	beq.w 0x0003c352	0	0x03C352	arcade_ROM	FUN_0003c2e2
0x03C302	btst.l #0x0,D0	0	0x000000	arcade_ROM	FUN_0003c2e2
0x03C306	beq.b 0x0003c31a	0	0x03C31A	arcade_ROM	FUN_0003c2e2
0x03C30A	andi.w #0xf,D1w	0	0x00000F	arcade_ROM	FUN_0003c2e2
0x03C30E	ori.w #0x30,D1w	0	0x000030	arcade_ROM	FUN_0003c2e2
0x03C316	subq.l #0x1,A2	0	0x000001	arcade_ROM	FUN_0003c2e2
0x03C318	bra.b 0x0003c32a	0	0x03C32A	arcade_ROM	FUN_0003c2e2
0x03C31C	lsr.b #0x4,D1b	0	0x000004	arcade_ROM	FUN_0003c2e2
0x03C31E	andi.w #0xf,D1w	0	0x00000F	arcade_ROM	FUN_0003c2e2
0x03C322	ori.w #0x30,D1w	0	0x000030	arcade_ROM	FUN_0003c2e2
0x03C32A	subq.w #0x1,D0w	0	0x000001	arcade_ROM	FUN_0003c2e2
0x03C32C	bne.b 0x0003c302	0	0x03C302	arcade_ROM	FUN_0003c2e2
0x03C32E	cmpi.w #0x6,(A0)	0	0x000006	arcade_ROM	FUN_0003c2e2
0x03C332	bne.b 0x0003c350	0	0x03C350	arcade_ROM	FUN_0003c2e2
0x03C336	movea.l (0x2,A0),A1	0	0x000002	arcade_ROM	FUN_0003c2e2
0x03C33A	move.w (0x2,A1),D1w	0	0x000002	arcade_ROM	FUN_0003c2e2
0x03C33E	cmpi.w #0x30,D1w	0	0x000030	arcade_ROM	FUN_0003c2e2
0x03C342	bne.b 0x0003c350	0	0x03C350	arcade_ROM	FUN_0003c2e2
0x03C344	move.w #0x20,(0x2,A1)	0	0x000020	arcade_ROM	FUN_0003c2e2
0x03C344	move.w #0x20,(0x2,A1)	1	0x000002	arcade_ROM	FUN_0003c2e2
0x03C34A	addq.l #0x4,A1	0	0x000004	arcade_ROM	FUN_0003c2e2
0x03C34C	subq.w #0x1,D0w	0	0x000001	arcade_ROM	FUN_0003c2e2
0x03C34E	bne.b 0x0003c33a	0	0x03C33A	arcade_ROM	FUN_0003c2e2
0x03C354	andi.w #0xf,D1w	0	0x00000F	arcade_ROM	FUN_0003c2e2
0x03C358	cmpi.b #0x7,D1b	0	0x000007	arcade_ROM	FUN_0003c2e2
0x03C35C	bne.b 0x0003c378	0	0x03C378	arcade_ROM	FUN_0003c2e2
0x03C35E	suba.l #0x8,A1	0	0x000008	arcade_ROM	FUN_0003c2e2
0x03C366	move.w #0x41,(A1)+	0	0x000041	arcade_ROM	FUN_0003c2e2
0x03C36C	move.w #0x4c,(A1)+	0	0x00004C	arcade_ROM	FUN_0003c2e2
0x03C372	move.w #0x4c,(A1)	0	0x00004C	arcade_ROM	FUN_0003c2e2
0x03C378	moveq 0x1,D0	0	0x000001	arcade_ROM	FUN_0003c2e2
0x03C37A	bra.b 0x0003c302	0	0x03C302	arcade_ROM	FUN_0003c2e2
0x03C4D4	adda.w #0x50,A2	0	0x000050	arcade_ROM	FUN_0003d054
0x03C4D8	movea.l (0x2,A0),A0	0	0x000002	arcade_ROM	FUN_0003d054
0x03C4DC	move.b (0xb,A4),D0b	0	0x00000B	arcade_ROM	FUN_0003d054
0x03C4E2	cmpi.w #0x20,D0w	0	0x000020	arcade_ROM	FUN_0003d054
0x03C4E6	bne.b 0x0003c4f8	0	0x03C4F8	arcade_ROM	FUN_0003d054
0x03C4E8	moveq 0xa,D4	0	0x00000A	arcade_ROM	FUN_0003d054
0x03C4EA	move.w #0x180,(0x2,A1)	0	0x000180	arcade_ROM	FUN_0003d054
0x03C4EA	move.w #0x180,(0x2,A1)	1	0x000002	arcade_ROM	FUN_0003d054
0x03C4F0	addq.l #0x8,A1	0	0x000008	arcade_ROM	FUN_0003d054
0x03C4F2	subq.w #0x1,D4w	0	0x000001	arcade_ROM	FUN_0003d054
0x03C4F4	bne.b 0x0003c4ea	0	0x03C4EA	arcade_ROM	FUN_0003d054
0x03C4F6	bra.b 0x0003c512	0	0x03C512	arcade_ROM	FUN_0003d054
0x03C4F8	mulu.w #0x5,D0	0	0x000005	arcade_ROM	FUN_0003d054
0x03C4FE	moveq 0x5,D4	0	0x000005	arcade_ROM	FUN_0003d054
0x03C502	bsr.w 0x0003c516	0	0x03C516	arcade_ROM	FUN_0003d054
0x03C506	subq.l #0x5,A0	0	0x000005	arcade_ROM	FUN_0003d054
0x03C508	moveq 0x5,D4	0	0x000005	arcade_ROM	FUN_0003d054
0x03C50A	move.w #-0x10,D2w	0	0x00FFF0	arcade_ROM	FUN_0003d054
0x03C50E	bsr.w 0x0003c516	0	0x03C516	arcade_ROM	FUN_0003d054
0x03C51A	cmpi.b #0x50,D3b	0	0x000050	arcade_ROM	FUN_0003c516
0x03C51E	bne.b 0x0003c528	0	0x03C528	arcade_ROM	FUN_0003c516
0x03C520	cmpi.w #0x1,D4w	0	0x000001	arcade_ROM	FUN_0003c516
0x03C524	bne.b 0x0003c528	0	0x03C528	arcade_ROM	FUN_0003c516
0x03C528	add.w (0x1a,A4),D0w	0	0x00001A	arcade_ROM	FUN_0003c516
0x03C52C	add.w (0x18,A4),D0w	0	0x000018	arcade_ROM	FUN_0003c516
0x03C530	move.w D0w,(0x2,A1)	1	0x000002	arcade_ROM	FUN_0003c516
0x03C534	move.w (0x16,A4),D7w	0	0x000016	arcade_ROM	FUN_0003c516
0x03C53A	andi.w #0x1ff,D7w	0	0x0001FF	arcade_ROM	FUN_0003c516
0x03C53E	jsr 0x0005b512.l	0	0x05B512	arcade_ROM	FUN_0003c516
0x03C544	move.w D7w,(0x6,A1)	1	0x000006	arcade_ROM	FUN_0003c516
0x03C548	addq.l #0x8,A1	0	0x000008	arcade_ROM	FUN_0003c516
0x03C54A	subq.w #0x1,D4w	0	0x000001	arcade_ROM	FUN_0003c516
0x03C54C	bne.b 0x0003c516	0	0x03C516	arcade_ROM	FUN_0003c516
0x03C550	movea.l (0x2,A0),A0	0	0x000002	arcade_ROM	FUN_0003d054
0x03C554	move.b (0xb,A4),D0b	0	0x00000B	arcade_ROM	FUN_0003d054
0x03C55E	moveq 0x4,D3	0	0x000004	arcade_ROM	FUN_0003d054
0x03C566	add.w (0x16,A4),D0w	0	0x000016	arcade_ROM	FUN_0003d054
0x03C56C	move.w D0w,(0x6,A1)	1	0x000006	arcade_ROM	FUN_0003d054
0x03C570	move.w (0x1a,A4),(0x2,A1)	0	0x00001A	arcade_ROM	FUN_0003d054
0x03C570	move.w (0x1a,A4),(0x2,A1)	1	0x000002	arcade_ROM	FUN_0003d054
0x03C576	addq.l #0x8,A1	0	0x000008	arcade_ROM	FUN_0003d054
0x03C578	addi.w #0x10,D4w	0	0x000010	arcade_ROM	FUN_0003d054
0x03C57C	subq.w #0x1,D3w	0	0x000001	arcade_ROM	FUN_0003d054
0x03C57E	bne.b 0x0003c564	0	0x03C564	arcade_ROM	FUN_0003d054
0x03C580	adda.w #0x30,A1	0	0x000030	arcade_ROM	FUN_0003d054
0x03C586	movea.l (0x2,A0),A0	0	0x000002	arcade_ROM	FUN_0003d054
0x03C58A	move.b (0xb,A4),D0b	0	0x00000B	arcade_ROM	FUN_0003d054
0x03C590	mulu.w #0x3,D0	0	0x000003	arcade_ROM	FUN_0003d054
0x03C596	cmpi.b #0x6,(0x1,A4)	0	0x000006	arcade_ROM	FUN_0003d054
0x03C596	cmpi.b #0x6,(0x1,A4)	1	0x000001	arcade_ROM	FUN_0003d054
0x03C59C	beq.b 0x0003c5d0	0	0x03C5D0	arcade_ROM	FUN_0003d054
0x03C59E	moveq 0x3,D3	0	0x000003	arcade_ROM	FUN_0003d054
0x03C5A2	bsr.w 0x0003c606	0	0x03C606	arcade_ROM	FUN_0003d054
0x03C5AA	bsr.w 0x0003c742	0	0x03C742	arcade_ROM	FUN_0003d054
0x03C5AE	adda.w #0x8,A1	0	0x000008	arcade_ROM	FUN_0003d054
0x03C5B2	suba.w #0x3,A0	0	0x000003	arcade_ROM	FUN_0003d054
0x03C5B6	moveq 0x3,D3	0	0x000003	arcade_ROM	FUN_0003d054
0x03C5B8	move.w #-0x10,D2w	0	0x00FFF0	arcade_ROM	FUN_0003d054
0x03C5BC	bsr.w 0x0003c606	0	0x03C606	arcade_ROM	FUN_0003d054
0x03C5C2	move.w #-0x10,D6w	0	0x00FFF0	arcade_ROM	FUN_0003d054
0x03C5C6	bsr.w 0x0003c742	0	0x03C742	arcade_ROM	FUN_0003d054
0x03C5CA	adda.w #0x18,A1	0	0x000018	arcade_ROM	FUN_0003d054
0x03C5D4	bsr.w 0x0003c742	0	0x03C742	arcade_ROM	FUN_0003d054
0x03C5D8	adda.w #0x8,A1	0	0x000008	arcade_ROM	FUN_0003d054
0x03C5DC	moveq 0x3,D3	0	0x000003	arcade_ROM	FUN_0003d054
0x03C5E0	bsr.w 0x0003c606	0	0x03C606	arcade_ROM	FUN_0003d054
0x03C5E4	suba.w #0x3,A0	0	0x000003	arcade_ROM	FUN_0003d054
0x03C5EA	move.w #-0x10,D6w	0	0x00FFF0	arcade_ROM	FUN_0003d054
0x03C5EE	bsr.w 0x0003c742	0	0x03C742	arcade_ROM	FUN_0003d054
0x03C5F2	adda.w #0x8,A1	0	0x000008	arcade_ROM	FUN_0003d054
0x03C5F6	moveq 0x3,D3	0	0x000003	arcade_ROM	FUN_0003d054
0x03C5F8	move.w #-0x10,D2w	0	0x00FFF0	arcade_ROM	FUN_0003d054
0x03C5FC	bsr.w 0x0003c606	0	0x03C606	arcade_ROM	FUN_0003d054
0x03C600	adda.w #0x10,A1	0	0x000010	arcade_ROM	FUN_0003d054
0x03C60A	cmpi.b #-0x1,D0b	0	0x0000FF	arcade_ROM	FUN_0003c606
0x03C60E	bne.b 0x0003c618	0	0x03C618	arcade_ROM	FUN_0003c606
0x03C610	move.w #0x180,(0x2,A1)	0	0x000180	arcade_ROM	FUN_0003c606
0x03C610	move.w #0x180,(0x2,A1)	1	0x000002	arcade_ROM	FUN_0003c606
0x03C616	bra.b 0x0003c62e	0	0x03C62E	arcade_ROM	FUN_0003c606
0x03C618	add.w (0x16,A4),D0w	0	0x000016	arcade_ROM	FUN_0003c606
0x03C61C	move.w D0w,(0x6,A1)	1	0x000006	arcade_ROM	FUN_0003c606
0x03C620	move.w (0x1a,A4),D7w	0	0x00001A	arcade_ROM	FUN_0003c606
0x03C626	andi.w #0x1ff,D7w	0	0x0001FF	arcade_ROM	FUN_0003c606
0x03C62A	move.w D7w,(0x2,A1)	1	0x000002	arcade_ROM	FUN_0003c606
0x03C62E	addq.l #0x8,A1	0	0x000008	arcade_ROM	FUN_0003c606
0x03C630	subq.w #0x1,D3w	0	0x000001	arcade_ROM	FUN_0003c606
0x03C632	bne.b 0x0003c606	0	0x03C606	arcade_ROM	FUN_0003c606
0x03C636	movea.l (0x2,A0),A0	0	0x000002	arcade_ROM	FUN_0003d054
0x03C63A	move.b (0xb,A4),D0b	0	0x00000B	arcade_ROM	FUN_0003d054
0x03C640	lsl.w #0x2,D0w	0	0x000002	arcade_ROM	FUN_0003d054
0x03C644	cmpi.b #0x2,(0x118,A5)	0	0x000002	arcade_ROM	FUN_0003d054
0x03C644	cmpi.b #0x2,(0x118,A5)	1	0x000118	arcade_ROM	FUN_0003d054
0x03C64A	beq.b 0x0003c65e	0	0x03C65E	arcade_ROM	FUN_0003d054
0x03C64C	cmpi.w #0x62,(0x13e,A5)	0	0x000062	arcade_ROM	FUN_0003d054
0x03C64C	cmpi.w #0x62,(0x13e,A5)	1	0x00013E	arcade_ROM	FUN_0003d054
0x03C652	bcs.b 0x0003c674	0	0x03C674	arcade_ROM	FUN_0003d054
0x03C654	cmpi.w #0x64,(0x13e,A5)	0	0x000064	arcade_ROM	FUN_0003d054
0x03C654	cmpi.w #0x64,(0x13e,A5)	1	0x00013E	arcade_ROM	FUN_0003d054
0x03C65A	bcs.b 0x0003c65e	0	0x03C65E	arcade_ROM	FUN_0003d054
0x03C65C	bra.b 0x0003c674	0	0x03C674	arcade_ROM	FUN_0003d054
0x03C662	bsr.w 0x0003c742	0	0x03C742	arcade_ROM	FUN_0003d054
0x03C666	addq.l #0x8,A1	0	0x000008	arcade_ROM	FUN_0003d054
0x03C66A	move.w #-0x10,D7w	0	0x00FFF0	arcade_ROM	FUN_0003d054
0x03C66E	bsr.w 0x0003c742	0	0x03C742	arcade_ROM	FUN_0003d054
0x03C672	addq.l #0x8,A1	0	0x000008	arcade_ROM	FUN_0003d054
0x03C674	moveq 0x2,D3	0	0x000002	arcade_ROM	FUN_0003d054
0x03C678	bsr.w 0x0003c6ac	0	0x03C6AC	arcade_ROM	FUN_0003d054
0x03C67C	moveq 0x2,D3	0	0x000002	arcade_ROM	FUN_0003d054
0x03C67E	move.w #-0x10,D2w	0	0x00FFF0	arcade_ROM	FUN_0003d054
0x03C682	bsr.w 0x0003c6ac	0	0x03C6AC	arcade_ROM	FUN_0003d054
0x03C686	cmpi.b #0x2,(0x118,A5)	0	0x000002	arcade_ROM	FUN_0003d054
0x03C686	cmpi.b #0x2,(0x118,A5)	1	0x000118	arcade_ROM	FUN_0003d054
0x03C68C	beq.b 0x0003c6a0	0	0x03C6A0	arcade_ROM	FUN_0003d054
0x03C68E	cmpi.w #0x62,(0x13e,A5)	0	0x000062	arcade_ROM	FUN_0003d054
0x03C68E	cmpi.w #0x62,(0x13e,A5)	1	0x00013E	arcade_ROM	FUN_0003d054
0x03C694	bcs.b 0x0003c6a6	0	0x03C6A6	arcade_ROM	FUN_0003d054
0x03C696	cmpi.w #0x64,(0x13e,A5)	0	0x000064	arcade_ROM	FUN_0003d054
0x03C696	cmpi.w #0x64,(0x13e,A5)	1	0x00013E	arcade_ROM	FUN_0003d054
0x03C69C	bcs.b 0x0003c6a0	0	0x03C6A0	arcade_ROM	FUN_0003d054
0x03C69E	bra.b 0x0003c6a6	0	0x03C6A6	arcade_ROM	FUN_0003d054
0x03C6A0	adda.w #0x20,A1	0	0x000020	arcade_ROM	FUN_0003d054
0x03C6A6	adda.w #0x30,A1	0	0x000030	arcade_ROM	FUN_0003d054
0x03C6B0	cmpi.b #-0x1,D0b	0	0x0000FF	arcade_ROM	FUN_0003c6ac
0x03C6B4	bne.b 0x0003c6be	0	0x03C6BE	arcade_ROM	FUN_0003c6ac
0x03C6B6	move.w #0x180,(0x2,A1)	0	0x000180	arcade_ROM	FUN_0003c6ac
0x03C6B6	move.w #0x180,(0x2,A1)	1	0x000002	arcade_ROM	FUN_0003c6ac
0x03C6BC	bra.b 0x0003c6c6	0	0x03C6C6	arcade_ROM	FUN_0003c6ac
0x03C6BE	add.w (0x1a,A4),D0w	0	0x00001A	arcade_ROM	FUN_0003c6ac
0x03C6C2	move.w D0w,(0x2,A1)	1	0x000002	arcade_ROM	FUN_0003c6ac
0x03C6C6	move.w (0x16,A4),D7w	0	0x000016	arcade_ROM	FUN_0003c6ac
0x03C6CC	andi.w #0x1ff,D7w	0	0x0001FF	arcade_ROM	FUN_0003c6ac
0x03C6D0	move.w D7w,(0x6,A1)	1	0x000006	arcade_ROM	FUN_0003c6ac
0x03C6D4	addq.l #0x8,A1	0	0x000008	arcade_ROM	FUN_0003c6ac
0x03C6D6	subq.w #0x1,D3w	0	0x000001	arcade_ROM	FUN_0003c6ac
0x03C6D8	bne.b 0x0003c6ac	0	0x03C6AC	arcade_ROM	FUN_0003c6ac
0x03C6DC	movea.l (0x2,A0),A0	0	0x000002	arcade_ROM	FUN_0003d054
0x03C6E0	move.b (0xb,A4),D0b	0	0x00000B	arcade_ROM	FUN_0003d054
0x03C6E6	mulu.w #0x9,D0	0	0x000009	arcade_ROM	FUN_0003d054
0x03C6EC	move.w #-0x30,D1w	0	0x00FFD0	arcade_ROM	FUN_0003d054
0x03C6F0	move.w #0x10,D4w	0	0x000010	arcade_ROM	FUN_0003d054
0x03C6F4	moveq 0x6,D3	0	0x000006	arcade_ROM	FUN_0003d054
0x03C6F6	bsr.w 0x0003c70a	0	0x03C70A	arcade_ROM	FUN_0003d054
0x03C6FA	move.w #-0x30,D1w	0	0x00FFD0	arcade_ROM	FUN_0003d054
0x03C700	moveq 0x3,D3	0	0x000003	arcade_ROM	FUN_0003d054
0x03C702	bsr.w 0x0003c70a	0	0x03C70A	arcade_ROM	FUN_0003d054
